idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
1,rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR,h2e2,红 炮2平5,28,"h2e2,h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,c9e7,e3e4,h7i7,h6g6","红 炮2平5,黑 马8进7,红 马2进3,黑 卒7进1,红 车1平2,黑 车9平8,红 马2进62进2,黑 象3进5,红 兵5进1,黑 炮8平9,黑 8平7",28,"g3g4,h7e7,h0g2,h9g7,i0h0,i9h9,h2h6,c6c5,b2e2","红 兵3进1,黑 炮8平5,红 马2进3,黑 马8进7,红 车1平2,黑 车9平8,红 炮2进4,黑 卒3进1,红 炮8平5",28,"b0c2,c6c5,h2e2,h9g7,h0g2,i9h9,i0h0,b9c7,h0h4,h7i7,h4h9,g7h9,g3g4","红 马8进7,黑 卒3进1,红 炮2平5,黑 马8进7,红 马2进3,黑 车9平8,红 车1平2,黑 马2进3,红 马2进42进2,黑 炮8平9,黑 8退5,黑 ,红 兵3进1",23
2,rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR,h7e7,黑 炮8平5,-36,"h9g7,h0g2,g6g5,i0h0,i9h9,h0h6,c9e7,b0a2,h7i7,e2e6,d9e8","黑 马8进7,红 马2进3,黑 卒7进1,红 车1平2,黑 车9平8,红 马2进62进2,黑 象3进5,红 马8进9,黑 炮8平9,红 炮5进4,黑 士4进5",-27,"b9c7,h0g2,h9g7,i0h0,i9h9,c3c4,g6g5,h0h6,h7i7","黑 马2进3,红 马2进3,黑 马8进7,红 车1平2,黑 车9平8,红 兵7进1,黑 卒7进1,红 马2进62进2,黑 炮8平9",-30,"h7e7,h0g2,h9g7,i0h0,i9i8,c3c4,i8d8,b0c2,b9c7,g3g4,a9a8,h0h6,d8d1","黑 炮8平5,红 马2进3,黑 马8进7,红 车1平2,黑 车9进1,红 兵7进1,黑 9平4,红 马8进7,黑 马2进3,红 兵3进1,黑 车1进1,红 马2进62进2,黑 4进7",-36
3,rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR,h0g2,红 马2进3,36,"h0g2,h9g7,i0h0,i9i8,b0c2,b9a7,h0h5,b7c7,a0b0,a9b9","红 马2进3,黑 马8进7,红 车1平2,黑 车9进1,红 马8进7,黑 马2进1,红 马2进52进2,黑 炮2平3,红 车9平8,黑 车1平2",36,"i0i1,h9g7,h0g2,i9h9,b0c2,c6c5,b2a2,b9c7,a0b0,a9b9","红 车1进1,黑 马8进7,红 马2进3,黑 车9平8,红 马8进7,黑 卒3进1,红 炮8平9,黑 马2进3,红 车9平8,黑 车1平2",27,"b0c2,h9g7,i0i1,i9h9,h0g2,b9c7,i1d1,h9h5,a0a1,b7a7,d1d6,a9b9,d6c6,b9b7,a1d1,a7a8,d1d7","红 马8进7,黑 马8进7,红 车1进1,黑 车9平8,红 马2进3,黑 马2进3,黑 9平4,黑 马8进48进8,红 车9进1,黑 炮2平1,黑 4退5,黑 车1平2,黑 4平3,黑 马2进22进2,黑 1平4,黑 1退1,黑 4退6",25
4,rnbakab1r/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR,h9g7,黑 马8进7,-38,"i9i8,i0h0,h9g7,b0c2,i8d8,c3c4,b9a7,h0h4,d8d3,b2b6,d3c3","黑 车9进1,红 车1平2,黑 马8进7,红 马8进7,黑 9平4,红 兵7进1,黑 马2进1,黑 8退4,黑 4进5,红 炮8进4,黑 4平3",-38,"h9g7,i0h0,i9i8,b0c2,i8d8,c3c4,b9a7,h0h4,d8d3","黑 马8进7,红 车1平2,黑 车9进1,红 马8进7,黑 9平4,红 兵7进1,黑 马2进1,黑 8退4,黑 4进5",-38,"g6g5,i0h0,h9g7,b0c2,i9i8,c3c4,i8d8,h0h4,b9c7,f0e1","黑 卒7进1,红 车1平2,黑 马8进7,红 马8进7,黑 车9进1,红 兵7进1,黑 9平4,黑 8退4,黑 马2进3,红 仕4进5",-46
5,rnbakab1r/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R,i0h0,红 车1平2,43,"i0h0,i9i8,b0c2,b9c7,c3c4,i8d8,g3g4,b7a7,a0b0,a9b9,b2b6","红 车1平2,黑 车9进1,红 马8进7,黑 马2进3,红 兵7进1,黑 9平4,红 兵3进1,黑 炮2平1,红 车9平8,黑 车1平2,红 炮8进4",43,"b0c2,i9h9,g3g4,c6c5,b2b6,b9c7,b6c6,a9b9,i0i1,h9h5,a0b0","红 马8进7,黑 车9平8,红 兵3进1,黑 卒3进1,红 炮8进4,黑 马2进3,黑 2平3,黑 车1平2,红 车1进1,黑 8进4,红 车9平8",24,"g3g4,i9h9,b0c2,b9c7,c3c4,a9a8,c2d4,h9h5,d4c6,a8d8,b2c2,d8d6,a0b0","红 兵3进1,黑 车9平8,红 马8进7,黑 马2进3,红 兵7进1,黑 车1进1,黑 ,黑 8进4,黑 ,黑 1平4,红 炮8平7,黑 4进2,红 车9平8",24
6,rnbakabr1/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R,b9a7,黑 马2进1,-60,"i9i8,b0c2,i8d8,g3g4,b9a7,h0h5,d8d4,b2b1","黑 车9进1,红 马8进7,黑 9平4,红 兵3进1,黑 马2进1,红 车2进5,黑 4进4,红 炮8退1",-43,"g6g5,b0c2,i9i8,c3c4,i8d8,h0h4,b9c7,b2b4","黑 卒7进1,红 马8进7,黑 车9进1,红 兵7进1,黑 9平4,红 车2进4,黑 马2进3,红 炮8进2",-47,"b9c7,b0c2,i9i8,c3c4,i8d8,g3g4,b7a7,c2b4,d8d4","黑 马2进3,红 马8进7,黑 车9进1,红 兵7进1,黑 9平4,红 兵3进1,黑 炮2平1,黑 ,黑 4进4",-47
7,rnbakabr1/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/NC2C1N2/9/R1BAKAB1R,b0c2,红 马8进7,44,"a3a4,b7d7,b0a2,a9b9,b2b4,b9b5,e2b2,b5c5,h0h4,i9h9","红 兵9进1,黑 炮2平4,红 马8进9,黑 车1平2,红 炮8进2,黑 2进4,红 炮5平8,黑 2平3,红 车2进4,黑 车9平8",58,"h0h5,i9h9,h5h9,g7h9,g3g4,h9g7,b0c2,a9a8,d0e1,a6a5,c0a2,a8h8","红 车2进5,黑 车9平8,黑 8退4,黑 马7退8,红 兵3进1,黑 ,红 马8进7,黑 车1进1,红 仕6进5,黑 卒1进1,红 相7进9,黑 1平8",47,"d0e1,i9i8,h0h6,i8d8,h6g6,a6a5,g3g4,d8d1,g4g5","红 仕6进5,黑 车9进1,红 车2进6,黑 9平4,黑 8平7,黑 卒1进1,红 兵3进1,黑 4进7,黑 7退1",47
8,r1bakabr1/9/1cn1c1n2/p1p1p1p1p/9/9/P1P1P1P1P/NC2C1N2/9/R1BAKAB1R,a9a8,黑 车1进1,-61,"i9i8,g3g4,i8d8,e2f2,b7c7,a0b0,c6c5,h0h5,a7c6","黑 车9进1,红 兵3进1,黑 9平4,红 炮5平4,黑 炮2平3,红 车9平8,黑 卒3进1,红 车2进5,黑 马1进3",-45,"b7c7,b2b6,i9i8,g3g4,i8d8,h0h5,a9b9,a0b0,d9e8,e2f2","黑 炮2平3,红 炮8进4,黑 车9进1,红 兵3进1,黑 9平4,红 车2进5,黑 车1平2,红 车9平8,黑 士4进5,红 炮5平4",-46,"b7d7,a0b0,a9b9,b2b6,i9i8,g3g4,i8f8,h0h6,f8f2,g2h4","黑 炮2平4,红 车9平8,黑 车1平2,红 炮8进4,黑 车9进1,红 兵3进1,黑 9平6,红 车2进6,黑 6进6,红 马3进2",-56
9,r1bakabr1/9/1cn1c1n2/p1p1p1p1p/9/9/P1P1P1P1P/NC2C1N2/R8/2BAKAB1R,g3g4,红 兵3进1,61,"g3g4,a8d8,g2f4,i9i8,f4g6,d8d4,h0h4,c6c5,e2g2,b7c7,g0e2,i8b8,a0b0,c5c4,g6e7,c9e7,c3c4,c7c2,g2g7","红 兵3进1,黑 车1平4,红 马3进4,黑 车9进1,黑 ,黑 4进4,红 车2进4,黑 卒3进1,红 炮5平3,黑 炮2平3,红 相3进5,黑 9平2,红 车9平8,黑 3进1,黑 卒,黑 象3进5,红 兵7进1,黑 3进5,红 马3进53进3",61,"b2b4,c6c5,h0h5,a8c8,b4g4,i9h9","红 炮8进2,黑 卒3进1,红 车2进5,黑 车1平3,黑 2平7,黑 车9平8",60,"b2a2,b7c7,g3g4,i9i8,g2f4,i8d8,a0b0,c6c5,h0h5,a8c8,h5c5","红 炮8平9,黑 炮2平3,红 兵3进1,黑 车9进1,红 马3进4,黑 9平4,红 车9平8,黑 卒3进1,红 车2进5,黑 车1平3,黑 8平3",54
10,r1bakabr1/9/1cn1c1n2/p1p1p3p/6p2/9/P1P1P1P1P/NC2C1N2/R8/2BAKAB1R,i9i8,黑 车9进1,-63,"a8d8,d0e1,i9i8,h0h6,c6c5,e2f2,e7c7,c0e2,g9e7,h6g6","黑 车1平4,红 仕6进5,黑 车9进1,红 车2进6,黑 卒3进1,红 炮5平4,黑 炮5平3,红 相7进5,黑 象7进5,黑 8平7",-59,"i9i8,h0h6,b7b6,h6g6,i8g8,g6g5,a8d8,b2a2,e7b7,g2f4,g9e7,g5d5,c6c5,a0a1,d8d5,f4d5,g8d8,d5e7","黑 车9进1,红 车2进6,黑 炮2进1,黑 8平7,黑 9平7,黑 卒7进1,黑 车1平4,红 炮8平9,黑 炮5平2,红 马3进4,黑 象7进5,黑 7平4,黑 卒3进1,红 车9进1,黑 4进3,黑 ,黑 7平4,黑 ",-63,"c6c5,d0e1,a8d8,h0h5,d8c8,c0a2,b7b5,h5h6,b5b6,a0d0,i9i8","黑 卒3进1,红 仕6进5,黑 车1平4,红 车2进5,黑 4平3,红 相7进9,黑 炮2进2,黑 8退1,黑 2退1,红 车9平6,黑 车9进1",-77
11,r1bakabr1/9/1cn1c1n2/p1p1p3p/6p2/9/P1P1P1P1P/NC2C1N2/R7R/2BAKAB2,c3c4,红 兵7进1,45,"d0e1,i8f8,e2f2,f8f3,c0e2,f3g3","红 仕6进5,黑 车9平6,红 炮5平4,黑 6进5,红 相7进5,黑 6平7",60,"h0h6,b7b6,h6g6,i8g8,g6g5,c6c5,a0a1","红 车2进6,黑 炮2进1,黑 8平7,黑 车9平7,黑 卒7进1,黑 卒3进1,红 车9进1",59,"g2f4,a8d8,d0e1,i8f8,f4g6,f8f6,e2g2,d8d1,b2a2","红 马3进4,黑 车1平4,红 仕6进5,黑 车9平6,黑 ,黑 6进2,红 炮5平3,黑 4进7,红 炮8平9",56
12,r1bakabr1/9/1cn1c1n2/p3p3p/2p3p2/9/P1P1P1P1P/NC2C1N2/R7R/2BAKAB2,i8f8,黑 车9平6,-52,"c6c5,c4c5,i8d8,h0h5,a8c8,e2f2,e6e5,c0e2,c8c5,d0e1","黑 卒3进1,红 兵7进1,黑 车9平4,红 车2进5,黑 车1平3,红 炮5平4,黑 卒5进1,红 相7进5,黑 3进3,红 仕6进5",-40,"i8d8,h0h5,d8d3,e2f2,a8f8,d0e1,f8f3,c0e2,f3g3,g2h0,e7e3,c2e3,g3e3,h5h6,e3h3,h6g6,g9e7","黑 车9平4,红 车2进5,黑 4进5,红 炮5平4,黑 车1平6,红 仕6进5,黑 6进5,红 相7进5,黑 6平7,红 马3退2,黑 炮5进4,红 马7进5,黑 7平5,黑 8退1,红 兵5平2,黑 8平7,黑 象7进5",-44,"a8h8,h0h8,i8h8,c2d4,h8h5,d4e6,g7e6,e2e6,d9e8,c0e2,g6g5,g4g5,h5g5,e6e4,g5e5,d0e1,e7e4","黑 车1平8,红 车2进8,黑 车9平8,红 马7进6,黑 8进3,黑 ,黑 马7进5,红 炮5进4,黑 士4进5,红 相7进5,黑 卒7进1,红 兵3进1,黑 8平7,黑 卒5进2,黑 7平5,红 仕6进5,黑 炮5进3",-49
13,r1bakabr1/9/1cn1c1n2/p3p3p/2p3p2/9/P1P1P1P1P/NC2C1N2/R4R3/2BAKAB2,c2d4,红 马7进6,53,"c0a2,b7c7,h0h5,g6g5,h5g5,a8b8,a0b0","红 相7进9,黑 炮2平3,红 车2进5,黑 卒7进1,黑 8平7,黑 车1平2,红 车9平8",56,"d0e1,a8d8,c0a2,f8f3,a0d0,d8d0,e1d0,g6g5,g4g5,f3g3,e2e1,g3g5,e1g1,g5f5,g0e2,a6a5,h0h6,e7d7","红 仕6进5,黑 车1平4,红 相7进9,黑 车6进5,红 车9平6,黑 4进8,黑 ,黑 卒7进1,红 兵3进1,黑 6平7,红 炮5退1,黑 7退2,黑 5平7,黑 7平6,红 相3进5,黑 卒1进1,红 车2进6,黑 炮5平4",55,"c2d4,a8d8,d4e6,g7e6,e2e6,d9e8,c0e2,f8f6","红 马7进6,黑 车1平4,黑 ,黑 马7进5,红 炮5进4,黑 士4进5,红 相7进5,黑 车6进2",53
14,r1bakabr1/9/1c2c1n2/p3p3p/2pn2p2/9/P1P1P1P1P/NC2C1N2/R4R3/2BAKAB2,a8d8,黑 车1平4,-40,"b7b4,d4e6,f8f6,e6c7,a8d8,b2a2,b4g4,a0b0,f6f3,e2e7,g9e7,g0e2,g4g5,h0h6","黑 炮2进3,红 马6进5,黑 车6进2,黑 卒,黑 车1平4,红 炮8平9,黑 2平7,红 车9平8,黑 6进3,红 炮5进5,黑 象7进5,红 相3进5,红 兵3进1,红 车2进6",-39,"a8d8,d4e6,d8d1,b2a2,f8f6,a0b0,b7d7,f0e1,g7e6,a2a6,d7d6","黑 车1平4,红 马6进5,黑 4进7,红 炮8平9,黑 车6进2,红 车9平8,黑 炮2平4,红 仕4进5,黑 马7进5,黑 1退4,黑 4进1",-40,"d9e8,d4c6,a8c8,c6e7,c9e7,c0a2,f8f5,h0h6,b7d7","黑 士4进5,红 马6进7,黑 车1平3,黑 卒,黑 象3进5,红 相7进9,黑 车6进3,红 车2进6,黑 炮2平4",-66
15,r1bakabr1/9/1c2c1n2/p3p3p/2pn2p2/9/P1P1P1P1P/NC2C1N2/3R1R3/2BAKAB2,d4c6,红 马6进7,22,"d4e6,d8d1,d0e1,f8f6,e6f4,e7e2,g0e2,b7f7","红 马6进5,黑 车4进7,红 仕6进5,黑 车6进2,黑 卒,黑 炮5进5,红 相3进5,黑 炮2平6",39,"d4c6,d8d6,c6a7,c9a7,d0e1,f8f3,h0h6,f3g3,h6g6,b7d7,e2c2,d6b6,a0a2","红 马6进7,黑 车4进2,黑 卒,黑 象3进1,红 仕6进5,黑 车6进5,红 车2进6,黑 6平7,黑 8平7,黑 炮2平4,红 炮5平7,黑 4平2,红 车9进2",22,"b2b4,f8f2,d0e1,f2g2,e2d2,g2d2,e1d2,d8d5,c0e2,b7d7,d4c2,c6c5,d2e1,c5c4,e2c4,a7c6,c4e2","红 炮8进2,黑 车6进6,红 仕6进5,黑 6平7,红 炮5平6,红 马3平63进6,黑 ,黑 车4进3,红 相7进5,黑 炮2平4,红 马6退7,黑 卒3进1,黑 ,黑 3进1,红 炮,黑 马1进3,红 兵",20
16,r1bakabr1/9/1c2c1n2/p3p3p/2p3p2/9/P1n1P1P1P/NC2C1N2/3R1R3/2BAKAB2,d8d5,黑 车4进3,-62,"d8d6,c6a7,e7a7,h0h5,f8c8,h5c5,c8c5,c4c5,g9e7,e2f2","黑 车4进2,红 马7进9,黑 炮5平1,红 车2进5,黑 车6平3,黑 8平3,黑 3进3,红 兵7进1,黑 象7进5,红 炮5平4",-23,"e7c7,d0e1,f8f5,b2c2,f5b5,h0h6,b7b6,c0a2,d8d6","黑 炮5平3,红 仕6进5,黑 车6进3,红 炮8平7,黑 6平2,红 车2进6,黑 炮2进1,红 相7进9,黑 车4进2",-51,"d8d3,c6e7,c9e7,f0e1,b7c7,b2b6,d3b3,b6g6,f8f5","黑 车4进5,红 马7进5,黑 象3进5,红 仕4进5,黑 炮2平3,红 炮8进4,黑 4平2,黑 2平7,黑 车6进3",-58
17,r1bakabr1/9/1c2c1n2/p3p3p/2p3p2/3R5/P1n1P1P1P/NC2C1N2/5R3/2BAKAB2,b2c2,红 炮8平7,33,"h0h6,g6g5,c6e7,c9e7,h6g6,g5g4,b2a2,d5g5,g6g5,e7g5,a0b0,b7e7,b0b5","红 车2进6,黑 卒7进1,红 马7进5,黑 象3进5,黑 8平7,黑 7进1,红 炮8平9,黑 车4平7,黑 卒7进1,黑 炮,红 车9平8,黑 炮2平5,黑 2退5",62,"c6e7,c9e7,h0h6,g6g5,h6g6,g5g4,g6g4,b7c7,d0e1,f8b8,b2d2,d9e8","红 马7进5,黑 象3进5,红 车2进6,黑 卒7进1,黑 8平7,黑 7进1,黑 卒7进2,黑 炮2平3,红 仕6进5,黑 车6平2,红 炮8平6,黑 士4进5",60,"d0e1,d5d6,e2c2,b7c7,b2b6,d6d3,c6e7,c7c2,e7g6,a7c8,a0b0,c8b6,b0b6","红 仕6进5,黑 车4退1,红 炮5平7,黑 炮2平3,红 炮8进4,黑 4进3,红 马7进5,黑 3进5,黑 炮,黑 马1退3,红 车9平8,黑 ,黑 2退6",59
18,r1bakabr1/9/2c1c1n2/p3p3p/2p3p2/3R5/P1n1P1P1P/NC2C1N2/5R3/2BAKAB2,g6g5,黑 卒7进1,-73,"b7c7,a0b0,a7c6,c2c6,c7c4,c6g6,c4c2,b0b3,f8f3,g6g9,f9e8","黑 炮2平3,红 车9平8,黑 马1进3,红 炮7进4,黑 3进3,红 马7平37进3,红 兵7退2,黑 2退3,黑 车6进5,黑 卒7退3,黑 士6进5",-21,"d5d6,a0b0,b7c7,d0e1,a7c6,b0b6,c7c4,b6c6,d6c6,c2c6,c4c2,e1d2,c2e2,g0e2,e7b7,c6g6,g9i7,h0h6","黑 车4退1,红 车9平8,黑 炮2平3,红 仕6进5,黑 马1进3,黑 2退6,黑 3进3,黑 2平3,黑 4平3,红 炮7进4,红 兵7退2,黑 ,红 炮7平5,红 相3进5,黑 炮5平2,红 马7平37进3,黑 象7进9,红 车2进6",-35,"b7d7,c6e7,c9e7,f0e1,a6a5,a3a4,a7b5,a4a5,b5d4,c2c3,d4e2,c0e2,f8f5,h0h6,d7d6","黑 炮2平4,红 马7进5,黑 象3进5,红 仕4进5,黑 卒1进1,红 兵9进1,黑 马1进2,黑 1退1,黑 ,红 炮7进1,黑 ,红 相7进5,黑 车6进3,红 车2进6,黑 4进1",-48
19,r1bakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P1n1P3P/NC2C1N2/5R3/2BAKAB2,a0b0,红 车9平8,13,"c6e7,c9e7,a0b0,f8b8,h0h4,b8b9,g2f4,d5d2,g4g5,d2c2,f4d5,e7g5,d5c7,b9b8,b0b6,g9e7","红 马7进5,黑 象3进5,红 车9平8,黑 车6平2,红 车2进4,黑 2退1,红 马3进4,黑 车4进3,红 兵3进1,黑 4平3,黑 ,黑 炮,黑 车,黑 2进1,黑 2退6,黑 象7进5",88,"g4g5,b7c7,g5g6,a7c6,c2c6,f8f2,g2h4,d9e8,g6g7,e7e3,d0e1,e9d9,h0h3,c7e7,c0a2","红 兵3进1,黑 炮2平3,黑 卒7退1,黑 马1进3,红 炮7进4,黑 车6进6,红 马3进2,黑 士4进5,黑 7退1,黑 炮5进4,红 仕6进5,黑 将5平4,红 车2进3,黑 3平5,红 相7进9",55,"f0e1,b7c7,c6e7,c7c2,h0h7,c9e7,h7g7","红 仕4进5,黑 炮2平3,红 马7进5,黑 3进5,红 车2进7,黑 象3进5,黑 8平7",26
20,1rbakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P1n1P3P/NC2C1N2/5R3/2BAKAB2,b7d7,黑 炮2平4,-76,"b7c7,c6e7,c7c2,h0h7,c2g2,h7g7,d9e8,e7g6,f8f6,g7c7,g9e7,g6i7,g5g4,b0b8,f6f7,i7h9","黑 炮2平3,红 马7进5,黑 3进5,红 车2进7,红 炮7平3,黑 8平7,黑 士4进5,黑 炮,黑 车6进2,黑 马7平37进3,黑 象7进5,黑 ,黑 卒7进1,红 车8进8,黑 6退1,黑 ",-16,"b7d7,c6e7,c9e7,b0b7,g5g4,h0h6,g4g3,h6g6,f8f4,c0a2,g3g2,c2g2,d7d0,g6g7","黑 炮2平4,红 马7进5,黑 象3进5,红 车8进7,黑 卒7进1,红 车2进6,红 兵3退1,黑 8平7,黑 车6进4,红 相7进9,黑 7进1,红 炮7平3,黑 4进7,黑 7退1",-76,"b7b5,c6e7,c9e7,h0h6,d9e8,h6g6,f8f7,f0e1,g5g4","黑 炮2进2,红 马7进5,黑 象3进5,红 车2进6,黑 士4进5,黑 8平7,黑 车6进1,红 仕4进5,黑 卒7进1",-142
21,1rbakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P1n1P3P/N2CC1N2/5R3/2BAKAB2,c6b8,红 马7进8,14,"c6e7,c9e7,g4g5,d7d0,b0b1,d0f0,g2f0,f8d8,g5g6,d5d0,e0e1,d0f0","红 马7进5,黑 象3进5,红 兵3进1,黑 炮4进7,红 车8进1,红 仕6平46进4,红 马3退4,黑 车6平4,黑 卒7退1,黑 车4进5,红 帅5进1,红 仕6平46进4",96,"b0b8,f8b8,c6b8,g5g4,c4c5,d5d3,h0h6,g4g3,h6g6,a7c8,c2c8,g3g2,f0e1,d9e8","红 车8进8,黑 车6平2,红 马7进8,黑 卒7进1,红 兵7进1,黑 车4进2,红 车2进6,红 兵3退1,黑 8平7,黑 马1退3,红 炮7进6,黑 7进1,红 仕4进5,黑 士4进5",43,"c6b8,a7c8,d0e1,g5g4,h0h6,d7d6,e2e6,g7e6,h6e6,g4g3,g2h0,d5d3,c0e2,d3c3,c2c0,d6d1,c4c5,c3c5","红 马7进8,黑 马1退3,红 仕6进5,黑 卒7进1,红 车2进6,黑 炮4进1,红 炮5进4,黑 马7进5,黑 8平5,红 兵3退1,红 马3退2,黑 车4进2,红 相7进5,黑 4平3,红 炮7退2,黑 4进5,红 兵7进1,黑 3退2",14
22,1rbakabr1/9/2c1c1n2/p3p3p/2p3p2/3R2P2/P3P3P/N2CC1N2/1n3R3/2BAKAB2,g5g4,黑 卒7进1,-151,"a7c8,g4g5,d7d0,b0b1,d0f0,h0h1,f0f2,c2c8,f8c8,g5g6,e7e3,e2c2,c8c4,b1d1,e3d3,d1c1","黑 马1退3,红 兵3进1,黑 炮4进7,红 车8进1,红 仕6平46进4,红 车2进1,红 仕4进24进4,红 炮7进6,黑 车6平3,黑 卒7退1,黑 炮5进4,红 炮5平7,黑 3进4,黑 2平4,红 兵5平6,黑 4平3",-16,"d7d0,b0b1,d0f0,c2c9,d9e8,h0h1,f0c0,c9c0,f8f2,c4c5","黑 炮4进7,红 车8进1,红 仕6平46进4,红 炮7进7,黑 士4进5,红 车2进1,红 仕4平74进7,黑 象3进93进3,黑 车6进6,红 兵7进1",-67,"g5g4,c4c5,d5d1,b8d7,d1d7,c2c9,d9e8,c9a9,g4g3,c5d5,d7d5,b0b9,d5d9,b9c9,g3g2,a9d9,e8d9,d0e1,g7f5,h0h3,f5d4","黑 卒7进1,红 兵7进1,黑 车4进4,红 马8退6,黑 4退6,红 炮7进7,黑 士4进5,黑 象3平13进1,红 兵3退1,黑 3平4,黑 炮4进2,红 车8进9,黑 车4退4,黑 2平3,黑 7进1,黑 1平4,黑 ,红 仕6进5,黑 马7进6,红 车2进3,黑 ",-151
23,1rbakabr1/9/2c1c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n3R3/2BAKAB2,c2c9,红 炮7进7,176,"b8d7,f8d8,c2c9,d9e8,c9a9,d5d7,f0e1,g4g3","红 马8退6,黑 车6平4,红 炮7进7,黑 士4进5,黑 象3平13进1,黑 车4退2,红 仕4进5,黑 卒7进1",177,"c4c5,d5d1,c2c9,d9e8,b8d7,d1d7,c9a9,f8f5,b0b9,e8d9,b9b8,d9e8,c5c6,g4g3,b8b9,d7d9,b9c9,g3g2,a9d9","红 兵7进1,黑 车4进4,红 炮7进7,黑 士4进5,红 马8退6,黑 4退6,黑 象3平13进1,黑 车6进3,红 车8进9,黑 ,黑 2进1,黑 士4进5,黑 3退1,黑 卒7进1,红 马8进18进8,黑 炮4退2,黑 2平3,黑 7进1,黑 1平4",176,"c2c9,d9e8,b8d7,d5d7,c9a9,f8f2,b0b9,d7d9,b9c9,e7e3,d0e1,g9e7","红 炮7进7,黑 士4进5,红 马8退6,黑 车4退2,黑 象3平13进1,黑 车6进6,红 车8进9,黑 炮4退2,黑 2平3,黑 炮5进4,红 仕6进5,黑 象7进5",176
24,1rbakabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n3R3/2cAKAB2,d9e8,黑 士4进5,-182,"d9e8,b8d7,d5d7,c9a9,g4g3,b0b9,e8d9,b9b2,d9e8,e2d2,f8f7,c4c5,d7c7,c5d5,e7d7,b2b9,e8d9","黑 士4进5,红 马8退6,黑 车4退2,红 炮7平9,黑 卒7进1,红 车8进9,黑 ,黑 2进7,黑 士4进5,红 炮5平6,黑 车6进1,红 兵7进1,黑 炮4平3,黑 3平4,黑 炮5平4,黑 2退7,黑 ",-182,"e9e8,b8d9,f8g8,c9a9,g4g3,d0e1,g7h5,d9e7,g9e7,b0b8,d7d8,b8b7","黑 将5进1,红 马8进6,黑 车6平7,红 炮7平9,黑 卒7进1,红 仕6进5,黑 马7进8,黑 士4进5,黑 象7进5,红 车8进8,黑 炮4退1,红 马8退18退8",-313,,,
25,1rbakabr1/9/4c1n2/p3p3p/2p3P2/3R5/P3P3P/N2CC1N2/1n2AR3/2c1KAB2,c9a9,红 炮7平9,179,"c9a9,f8f2,b8d7,d5d7,b0b9,e8d9,e2e6,g7e6,b9b2,d9e8,b2f2,g4g3,f0e1,g3g2,f2f6,e7e3,e0f0","红 炮7平9,黑 车6进6,红 马8退6,黑 车4退2,红 车8进9,黑 士5退4,红 炮5进4,黑 马7进5,黑 2进7,黑 ,黑 2平6,黑 卒7进1,红 仕4进5,黑 7进1,黑 6退4,黑 炮5进4,红 帅5平4",179,"b8d7,d5d7,c9a9,f8f2,b0b9,e8d9,e2e6,g7e6,b9b2,d9e8,b2f2,g4g3,f0e1,g3g2,f2g2,e7e3,g2e2,e6f4,e2e3","红 马8退6,黑 车4退2,红 炮7平9,黑 车6进6,红 车8进9,黑 士5退4,红 炮5进4,黑 马7进5,黑 2进7,黑 ,黑 2平6,黑 卒7进1,红 仕4进5,黑 7进1,黑 6平7,黑 炮5进4,红 马3平53进5,黑 卒,红 炮5进1",173,"f0e1,g4g3,c9a9,d7c7,c0a2,a7c8,c4c5,d5d3,c5c6,c7d7","红 仕4进5,黑 卒7进1,红 炮7平9,黑 炮4平3,红 相7进9,黑 马1退3,红 兵7进1,黑 车4进2,黑 3退1,黑 3平4",127
