idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
64,C1RN1ab2/3ka4/6n2/p3p3p/2P6/6p2/P4c1RP/3C2N2/9/2B1KAB2,g9e7,黑 象7进5,-9500,"g7h5,c5d5,e8d7,d5d6,h5f6,h3h8,f9e8,d6d7,d8d7,d9c7","黑 马7进8,黑 3平4,黑 ,黑 4退1,黑 ,黑 8退5,黑 士6进5,黑 4退1,黑 4进1,黑 ",-9000,"g4g3,c5d5,e8d7,h3g3,i6i5,d5d6,f3e3,d6d7,d8d7,d9f8,f9e8,c9d9,d7e7,f8g6,e7f7,g3f3","黑 7进1,黑 3平4,黑 ,黑 8平7,黑 卒9进1,黑 4退1,黑 6平5,黑 4退1,黑 4进1,黑 ,黑 士6进5,黑 象3平43进4,黑 炮4平5,黑 ,黑 5平6,黑 7平6",-9200,"f3g3,c5d5,e8d7,d5d6,g7h5,d6e6,d7e8,e6d6,g3d3,h3d3,h5i3","黑 6平7,黑 3平4,黑 ,黑 4退1,黑 马7进8,黑 4平5,黑 炮,黑 5平4,黑 7平4,黑 8平4,黑 ",-9300
65,C1RN1a3/3ka4/4b1n2/p3p3p/2P6/6p2/P4c1RP/3C2N2/9/2B1KAB2,h3f3,黑 8平6,9500,"c5d5,f3d3,h3d3,g7f5,d3b3,f5d4,b3b8,d8d7,c9c7","黑 3平4,黑 6平4,黑 8平4,黑 马7进6,黑 4平2,黑 ,黑 2退5,黑 4进1,黑 象3进23进3",9500,"h3f3,g7f5,c5d5,f5d4,d5d6,a6a5,f3b3,e8d9,c9c8","黑 8平6,黑 马7进6,黑 3平4,黑 ,黑 4退1,黑 卒1进1,黑 6平2,黑 ,黑 象3进13进3",9500,"c9b9,f3f4,h3d3,e8d7,d3b3,d7e8,b3b8,d8d7,c5d5,f4d4,d5d6","黑 象3平23进2,黑 6退1,黑 8平4,黑 ,黑 4平2,黑 炮,黑 2退5,黑 4进1,黑 3平4,黑 6平4,黑 4退1",9400
66,C1RN1a3/3ka4/4b1n2/p3p3p/2P6/6p2/P4R2P/3C2N2/9/2B1KAB2,e7c5,黑 ,-9700,"e7c5,f3b3,g4f4,b3b8,d8d7,c9c7","黑 ,黑 6平2,黑 7平6,黑 2退5,黑 4进1,黑 象3进23进3",-9700,"g4g3,c5d5,e8d7,f3f8,f9e8,d5c5","黑 7进1,黑 3平4,黑 ,黑 6退5,黑 士6进5,黑 4平3",-9700,"g4f4,c5d5,e8d7,f3b3,f9e8,b3b8","黑 7平6,黑 3平4,黑 ,黑 6平2,黑 士6进5,黑 2退5",-9700
67,C1RN1a3/3ka4/6n2/p3p3p/2b6/6p2/P4R2P/3C2N2/9/2B1KAB2,f3d3,黑 6平4,9600,"f3b3,g4f4,b3b8,d8d7,c9c7","黑 6平2,黑 7平6,黑 2退5,黑 4进1,黑 象3进23进3",9700,"f3d3,e8d7,d3b3,d7e8,b3b8,d8d7,c9c7","黑 6平4,黑 ,黑 4平2,黑 炮,黑 2退5,黑 4进1,黑 象3进23进3",9600,"d9f8,g7f5,f3d3,f5d4,d3d4,e8d7,c9c8","黑 ,黑 马7进6,黑 6平4,黑 ,黑 4退1,黑 ,黑 象3进13进3",9600
68,C1RN1a3/3ka4/6n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,e8d7,黑 ,-9700,"e8d7,d3b3,d7e8,b3b8,d8d7,c9c7","黑 ,黑 4平2,黑 炮,黑 2退5,黑 4进1,黑 象3进23进3",-9700,,,,,,
69,C1RN1a3/3k5/3a2n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,d9f8,黑 ,9600,"d3b3,d7e8,b3b8,d8d7,c9c7","黑 4平2,黑 炮,黑 2退5,黑 4进1,黑 象3进23进3",9700,"c9c8,d8d9,d3b3,d7e8,b3b9","黑 象3进13进3,黑 4退1,黑 4平2,黑 炮,黑 2退6",9700,"d2b2,c5e7,c9c8,d8d9,b2b9","红 仕6平86进8,黑 ,黑 象3进13进3,黑 4退1,黑 2退7",9700
70,C1R2a3/3k1N3/3a2n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,d8e8,黑 4平5,-9700,"d8e8,c9c8,e8e9,f8d7,e9d9,d3b3","黑 4平5,黑 象3进13进3,黑 5退1,黑 ,黑 将5平4,黑 4平2",-9700,"g7e8,d3b3,e8d6,b3b8","黑 马7退5,黑 4平2,黑 ,黑 2退5",-9800,"f9e8,d3b3","黑 士6进5,黑 4平2",-9900
71,C1R2a3/4kN3/3a2n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,c9c8,黑 象3进13进3,9700,"c9c8,e8e9,f8d7,e9d9,d3b3","黑 象3进13进3,黑 5退1,黑 ,黑 将5平4,黑 4平2",9700,"d3f3,g7f5,c9c8,e8e7,f8g6,e7f7,f3f5","黑 4平6,黑 马7进6,黑 象3进13进3,黑 5进1,黑 ,黑 5平6,黑 6退2",9600,"d2e2,c5e7,c9c8,e8e9,f8d7,e9d9,d7c9","红 仕6平56进5,黑 ,黑 象3进13进3,黑 5退1,黑 ,黑 将5平4,黑 炮",9600
72,C4a3/2R1kN3/3a2n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,e8e9,黑 5退1,-9800,"e8e9,f8d7,e9d9,d3b3","黑 5退1,黑 ,黑 将5平4,黑 4平2",-9800,"e8e7,d3d7","黑 5进1,黑 4退4",-9900,,,
73,C3ka3/2R2N3/3a2n2/p3p3p/2b6/6p2/P2R4P/3C2N2/9/2B1KAB2,d3d7,黑 4退4,9500,"f8d7,e9d9,d3b3","黑 ,黑 将5平4,黑 4平2",9800,"d2b2,d7e8,b2b9","红 仕6平86进8,黑 炮,黑 2退7",9800,"f8d9,e9d9,d3b3,d7e8,b3b9","黑 ,黑 将5平4,黑 4平2,黑 炮,黑 2退6",9700
74,C3ka3/2R2N3/3R2n2/p3p3p/2b6/6p2/P7P/3C2N2/9/2B1KAB2,f9e8,黑 士6进5,-9600,"f9e8,c8c9,e8d9,d7d9,e9e8,c9c8,e8e7,d9d7","黑 士6进5,黑 3退1,黑 ,黑 炮4退2,黑 将5进1,黑 象3进13进3,黑 5进1,黑 4进2",-9600,"g4g3,d7d9","黑 7进1,黑 炮4退2",-9900,"g4f4,f8d9","黑 7平6,黑 ",-9900
75,C3k4/2R1aN3/3R2n2/p3p3p/2b6/6p2/P7P/3C2N2/9/2B1KAB2,d7g7,黑 炮4平7,9600,"c8c9,e8d9,d7d9,e9e8,c9c8,e8e7,d9d7","黑 3退1,黑 ,黑 炮4退2,黑 将5进1,黑 象3进13进3,黑 5进1,黑 4进2",9600,"d7g7,e9f9,d2f2,f9e9,g7g9,e8f9,g9f9","黑 炮4平7,黑 将5平6,黑 车4平6,黑 士6平56进5,黑 马7退27退7,黑 ,黑 象7平67进6",9600,"d7b7,e9f9,b7g7,f9f8,g7g8,f8f9,c8c9,e8d9,c9d9","黑 炮4平2,黑 将5平6,黑 2平7,黑 士6进16进6,黑 马7退17退7,黑 6退1,黑 3退1,黑 ,黑 象3平43进4",9500
76,C3k4/2R1aN3/6R2/p3p3p/2b6/6p2/P7P/3C2N2/9/2B1KAB2,e9f9,黑 将5平6,-9700,"e9f9,d2f2,f9e9,g7g9,e8f9,g9f9","黑 将5平6,黑 4平6,黑 士6平56进5,黑 马7退27退7,黑 ,黑 象7平67进6",-9700,"g4g3,g7g9,e8f9,f8d7","黑 7进1,黑 马7退27退7,黑 ,黑 ",-9800,"g4f4,g7g9,e8f9,f8d7","黑 7平6,黑 马7退27退7,黑 ,黑 ",-9800
77,C4k3/2R1aN3/6R2/p3p3p/2b6/6p2/P7P/3C2N2/9/2B1KAB2,c8e8,黑 3平5,9800,"c8e8,c5e7,g7g9","黑 3平5,黑 ,黑 马7退27退7",9800,"d2f2,f9e9,g7g9,e8f9,g9f9","黑 4平6,黑 士6平56进5,黑 马7退27退7,黑 ,黑 象7平67进6",9700,"g7g8,c5a7,c8c9,e8d9,c9d9","黑 马7退17退7,黑 ,黑 3退1,黑 ,黑 象3平43进4",9700
78,C4k3/4RN3/6R2/p3p3p/2b6/6p2/P7P/3C2N2/9/2B1KAB2,g4g3,黑 7进1,-9900,"g4g3,g7g9","黑 7进1,黑 马7退27退7",-9900,"g4f4,g7g9","黑 7平6,黑 马7退27退7",-9900,"g4h4,g7g9","黑 7平8,黑 马7退27退7",-9900
79,C4k3/4RN3/6R2/p3p3p/2b6/9/P5p1P/3C2N2/9/2B1KAB2,g2e3,黑 车,9800,g7g9,黑 马7退27退7,9900,d2d9,黑 4退7,9900,"g2e3,g3f3,g7g9","黑 车,黑 7平6,黑 马7退27退7",9800
80,C4k3/4RN3/6R2/p3p3p/2b6/9/P3N1p1P/3C5/9/2B1KAB2,g3g2,黑 7进1,-9900,"g3g2,g7g9","黑 7进1,黑 7退2",-9900,"g3f3,g7g9","黑 7平6,黑 7退2",-9900,"g3h3,g7g9","黑 7平8,黑 7退2",-9900
81,C4k3/4RN3/6R2/p3p3p/2b6/9/P3N3P/3C2p2/9/2B1KAB2,e3g2,红 兵,,g7g9,红 兵3进2,9900,d2d9,黑 4退7,9900,"d2f2,g2f2,g7g9","黑 4平6,黑 车7平6,红 兵3进2",9800
82,C4k3/4RN3/6R2/p3p3p/2b6/9/P7P/3C2N2/9/2B1KAB2,a6a5,黑 卒1进1,-9900,"a6a5,g7g9","黑 卒1进1,黑 马7退27退7",-9900,"e6e5,g7g9","黑 5进1,黑 马7退27退7",-9900,"i6i5,g7g9","黑 卒9进1,黑 马7退27退7",-9900
83,C4k3/4RN3/6R2/4p3p/p1b6/9/P7P/3C2N2/9/2B1KAB2,g7g9,黑 马7退27退7,9900,g7g9,黑 马7退27退7,9900,d2f2,黑 4平6,9900,d2d9,黑 4退7,9900
