idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
29,2C1kab2/4a4/n3c1n2/p3p3p/2p3p2/3c5/P3P1P1P/4C1N2/9/2BAKAB2,c9c7,黑 象3进23进3,-446,"f0e1,d4d3,c9c7,g7f5","红 仕4进5,黑 4进1,黑 象3进23进3,黑 马7进6",-446,"c9c7,g7f5,e2e6,a7b9,c7c8,b9c7,e6e5,e9d9,c0e2,f5e3,g2e3,e7e3,d0e1,e3i3","黑 象3进23进3,黑 马7进6,红 炮5进4,黑 ,黑 3退1,黑 ,黑 卒5进1,黑 将5平4,黑 炮,黑 ,红 马3进5,黑 炮5进4,黑 ,红 兵5平1",-446,"e2b2,d4d3,b2b5,d3g3,b5g5,g7f5,g0e2,e8f7,f0e1,f5d4","红 炮5平8,黑 4进1,黑 2退3,黑 4平7,黑 2平7,黑 马7进6,红 相3进5,黑 ,红 仕4进5,黑 ",-448
30,4kab2/4a4/n1C1c1n2/p3p3p/2p3p2/3c5/P3P1P1P/4C1N2/9/2BAKAB2,d4d7,黑 4退3,413,"g7f5,e2e6,d4d3,c7d7,a7b9,e6e5","黑 马7进6,红 炮5进4,黑 4进1,黑 3平4,黑 ,黑 卒5进1",444,"d4d7,c7e7,g9e7,c0a2,a7c8,g2e1,c8d6,e1c2,g7f5,e2e6","黑 4退3,黑 3平5,黑 象7进5,黑 ,黑 ,红 马3退5,黑 ,红 仕5进7,黑 马7进6,红 炮5进4",413,"g7h5,e2e6,a7b9,c7c9,b9c7","黑 马7进8,红 炮5进4,黑 ,黑 3退2,黑 ",408
31,4kab2/4a4/n1Ccc1n2/p3p3p/2p3p2/9/P3P1P1P/4C1N2/9/2BAKAB2,c7c9,黑 3退2,-466,"c7e7,g9e7,c0a2,c5c4,a2c4,a7c6,a3a4,c6d4,e2a2,g7f5,a2a6,d4f3,a6i6,e7g9","黑 3平5,黑 象7进5,黑 ,黑 3进1,红 马9进7,黑 ,红 兵9进1,黑 ,红 炮5平9,黑 马7进6,红 马9进49进9,黑 ,黑 卒1平9,黑 炮",-423,"e2c2,e7c7,c2c7,g7f5,g0e2,d7e7,c7b7,f5d4,b7b1,a7c6,b1i1,c6e5,i1i6","红 炮5平7,黑 炮5平3,黑 炮3退5,黑 马7进6,红 相3进5,黑 4平5,黑 3平2,黑 ,黑 2进6,黑 ,黑 2平9,黑 ,黑 9退5",-459,"c7c9,d7d3,c9a9,d3g3,e2b2,e8d7,g0e2,c5c4,e2c4,a7c8,b2b8","黑 3退2,黑 4进4,黑 象3平13进1,黑 4平7,红 炮5平8,黑 ,红 相3进5,黑 3进1,红 炮,黑 ,黑 2退6",-466
32,2C1kab2/4a4/n2cc1n2/p3p3p/2p3p2/9/P3P1P1P/4C1N2/9/2BAKAB2,c5c4,黑 3进1,461,"d7d3,e2a2,d3g3,f0e1,e8d7,g0e2","黑 4进4,红 炮5平9,黑 4平7,红 仕4进5,黑 ,红 相3进5",474,"c5c4,e2e1,c4c3,c9c5,d7d3,e1g1,d3a3,g3g4,g5g4,g1g4,g7f5","黑 3进1,红 炮5退1,红 兵7退1,黑 象3进43进3,黑 4进4,红 仕5平35进3,黑 4平1,黑 7退1,黑 7进1,黑 7退3,黑 马7进6",461,"d7d1,c9c7,g7f5,e2e6,f5d4,e6e4,d4b3","黑 4进6,黑 象3进23进3,黑 马7进6,红 炮5进4,黑 ,黑 卒5进2,黑 ",458
33,2C1kab2/4a4/n2cc1n2/p3p3p/6p2/2p6/P3P1P1P/4C1N2/9/2BAKAB2,c0a2,黑 炮,-469,"a3a4,d7d3,c9c7,g7f5,e2e6","红 兵9进1,黑 4进4,黑 象3进23进3,黑 马7进6,红 炮5进4",-458,"f0e1,d7d1","红 仕4进5,黑 4进6",-462,"c0a2,c4c3,c9c5,c3d3","黑 炮,黑 3进1,黑 象3进43进3,黑 3平4",-469
34,2C1kab2/4a4/n2cc1n2/p3p3p/6p2/2p6/P3P1P1P/B3C1N2/9/3AKAB2,c4c3,黑 3进1,499,"c4c3,f0e1,c3d3,c9c0,d3e3,e2c2,e3d3,g2f0,d3d2,c2c3,e9d9,f0e2","黑 3进1,红 仕4进5,黑 3平4,黑 3进9,黑 4平5,红 炮5平7,红 兵5平6,红 马3退4,黑 4进1,黑 3退1,黑 将5平4,红 仕4进5",499,"c4d4,c9c0,d4d3,f0e1,d7b7,c0c7,b7b0,a2c0,g7f5","黑 3平4,黑 3进9,黑 4进1,红 仕4进5,黑 4平2,黑 炮3退7,黑 2进7,红 马9退7,黑 马7进6",494,"d7d2,c9c7,g7f5,e2e6,f5d4,e6e4,c4c3","黑 4进5,黑 3进2,黑 马7进6,红 炮5进4,黑 ,黑 卒5进2,黑 3进1",486
35,2C1kab2/4a4/n2cc1n2/p3p3p/6p2/9/P1p1P1P1P/B3C1N2/9/3AKAB2,c9a9,黑 3平1,-520,"e2b2,g7f5,c9a9,d7b7,g0e2,f5e3,g2e3,e7e3,e2g4,g5g4","红 炮5平8,黑 马7进6,黑 3平1,黑 4平2,红 相3进5,黑 ,红 马3进5,黑 炮5进4,红 炮,黑 7进1",-500,"a2c0,c3d3,e2b2,d3e3","红 马9退7,黑 3平4,红 炮5平8,黑 4平5",-505,"d0e1,d7d3,g0i2,d3a3,c9c5,a7c6","黑 ,黑 4进4,红 相3进1,黑 4平1,黑 3进4,黑 象1进3",-508
36,C3kab2/4a4/n2cc1n2/p3p3p/6p2/9/P1p1P1P1P/B3C1N2/9/3AKAB2,a7c6,黑 象1进3,527,"a7c8,a9a8,c3d3,e2b2,d7b7,g2e1,d3e3","黑 象1退3,黑 1进1,黑 3平4,红 炮5平8,黑 4平2,红 马3退5,黑 4平5",546,"c3d3,a9a6,d7d8,a6a4,e8d7,a4e4,a7b5","黑 3平4,黑 1进3,黑 4退1,黑 卒1进2,黑 ,黑 1平5,黑 象1进2",529,"a7c6,e2e1,g7f5,a2c0,c6d4,e1b1,d4b3","黑 象1进3,红 炮5退1,黑 马7进6,红 马9退7,红 兵,红 仕5平85进8,黑 ",527
37,C3kab2/4a4/3cc1n2/p1n1p3p/6p2/9/P1p1P1P1P/B3C1N2/9/3AKAB2,e2b2,红 炮5平8,-570,"e2f2,g7f5,f2f3,c3c2","红 炮5平4,黑 马7进6,黑 6退1,红 马7退17退7",-552,"i3i4,g7f5,f0e1,c6d4,e2b2,d7b7","红 兵1进1,黑 马7进6,红 仕4进5,红 兵,红 炮5平8,黑 4平2",-559,"f0e1,d7b7,a9c9,c6d4,a2c0,g7f5","红 仕4进5,黑 4平2,黑 1平3,红 兵,黑 ,黑 马7进6",-567
38,C3kab2/4a4/3cc1n2/p1n1p3p/6p2/9/P1p1P1P1P/BC4N2/9/3AKAB2,c6b4,红 兵,534,"d7b7,a9c9,c3d3,d0e1,g7f5,b2b5,f5d4","黑 4平2,黑 1平3,红 马7平67进6,黑 ,黑 马7进6,黑 2退3,黑 ",575,"c3b3,b2c2,g7f5,c2c5,e8f7,a9b9,f5d4,b9b6,b3a3","红 马7平87进8,黑 2平3,黑 马7进6,黑 3退3,黑 ,黑 1平2,黑 ,黑 2进3,黑 2平1",543,"c6b4,a2c4,g7f5,f0e1,e8f7,a9c9,c3d3","红 兵,黑 ,黑 马7进6,红 仕4进5,黑 ,黑 1平3,红 马7平67进6",534
39,C3kab2/4a4/3cc1n2/p3p3p/6p2/1n7/P1p1P1P1P/BC4N2/9/3AKAB2,g0e2,红 相3进5,-573,"f0e1,g7f5,a2c0,e8f7","红 仕4进5,黑 马7进6,黑 ,黑 ",-546,"a2c0,g7f5,f0e1,d7c7,a9c9,e8f7","黑 ,黑 马7进6,红 仕4进5,黑 4平3,黑 1平3,黑 ",-560,"a2c4,g7f5,f0e1,c3d3,g0e2,e8f7,g3g4,g5g4,e2g4,e7e3,g2e3,d3e3,a9c9,f5d4,b2g2","黑 ,黑 马7进6,红 仕4进5,黑 3平4,红 相3进5,黑 ,黑 7退1,黑 7进1,红 炮,黑 5进4,红 马3进5,黑 4平5,黑 1平3,黑 ,黑 2平7",-569
40,C3kab2/4a4/3cc1n2/p3p3p/6p2/1n7/P1p1P1P1P/BC2B1N2/9/3AKA3,c3c2,黑 3进1,546,"g7f5,a2c4,f5e3,g2e3,e7e3,f0e1,e8f7,b2d2,d7d3,e0f0,d3g3,d2d7,e3e5,d7d5","黑 马7进6,黑 ,黑 ,红 马3进5,黑 象5进45进5,红 仕4进5,黑 ,黑 2平4,黑 4进4,红 帅5平4,黑 4平7,红 炮6进5,红 兵5进2,黑 4进2",576,"e8f7,a9c9,g7f5,e2c4,c3d3","黑 ,黑 1平3,黑 马7进6,红 炮,黑 3平4",569,"d7d4,b2b1,g7f5,a9c9,e8f7,a2c4","黑 4进3,黑 2进1,黑 马7进6,黑 1平3,黑 ,黑 ",567
41,C3kab2/4a4/3cc1n2/p3p3p/6p2/1n7/P3P1P1P/BCp1B1N2/9/3AKA3,b2b3,黑 2退1,-556,"b2b3,g7f5,b3c3,d7c7,c3b3,f5e3,g2e3,e7e3,f0e1,e8f7","黑 2退1,黑 马7进6,黑 2平3,黑 4平3,黑 3平2,黑 ,红 马3进5,黑 象5进45进5,红 仕4进5,黑 ",-556,"b2b1,g7f5,a3a4,e8f7,a9c9,e7e3,e2c4","黑 2进1,黑 马7进6,红 兵9进1,黑 ,黑 1平3,黑 象5进45进5,红 炮",-564,"b2b0,g7f5,f0e1,f5e3,g2e3,e7e3,e0f0,e8f7,a3a4,g9e7,b0b1","黑 2进2,黑 马7进6,红 仕4进5,黑 ,红 马3进5,黑 象5进45进5,红 帅5平4,黑 ,红 兵9进1,黑 ,黑 2退1",-572
42,C3kab2/4a4/3cc1n2/p3p3p/6p2/1n7/PC2P1P1P/B1p1B1N2/9/3AKA3,g7f5,黑 马7进6,570,"g7f5,a9c9,f5e3,g2e3,e7e3,e2c4,c2d2,e0e1,d7d4,a2c0,e8f7,a3a4,d4f4","黑 马7进6,黑 1平3,黑 ,红 马3进5,黑 象5进45进5,红 炮,黑 3平4,红 帅5进1,黑 4进3,黑 ,黑 ,红 兵9进1,黑 4平6",570,"e8f7,b3c3,g7f5,c3c9,e9e8,f0e1","黑 ,黑 2平3,黑 马7进6,黑 3退6,黑 将5进1,红 仕4进5",554,"e6e5,f0e1,g7f5,e0f0,e8f7,b3c3,d7c7,a9c9,c7c8,a2c4,c8f8","黑 卒5进1,红 仕4进5,黑 马7进6,红 帅5平4,黑 ,黑 2平3,黑 4平3,黑 1平3,红 兵7进1,黑 ,黑 3平6",551
43,C3kab2/4a4/3cc4/p3p3p/5np2/1n7/PC2P1P1P/B1p1B1N2/9/3AKA3,b3c3,黑 2平3,-585,"f0e1,e8f7,a9c9,d7d3,a3a4,f5g3,a2c0","红 仕4进5,黑 ,黑 1平3,黑 4进4,红 兵9进1,黑 ,黑 ",-561,"b3b1,e8f7,a9c9,e7e3,g2e3,f5e3,a2c4","黑 2进2,黑 ,黑 1平3,黑 象5进45进5,黑 ,黑 ,黑 ",-568,"i3i4,f5e3,g2e3,e7e3,f0e1,e8f7,a9c9,d7d8,c9b9,e3a3","红 兵1进1,黑 ,黑 ,黑 象5进45进5,红 仕4进5,黑 ,黑 1平3,黑 4退1,黑 3平2,红 兵5平9",-578
44,C3kab2/4a4/3cc4/p3p3p/5np2/1n7/P1C1P1P1P/B1p1B1N2/9/3AKA3,e9d9,黑 将5平4,539,"e8f7,c3c9,e9e8,a9a8,d7b7,f0e1","黑 ,黑 3退6,黑 将5进1,黑 1进1,黑 4平2,红 仕4进5",563,"d7c7,a9c9,b4a2,c3c6,f5d4,c6b6,e8f7","黑 4平3,黑 1平3,黑 ,黑 3退3,黑 ,黑 炮3平2,黑 ",562,"b4c6,f0e1,d7b7,a9c9,c6d4,c3d3,e7e3","黑 ,红 仕4进5,黑 4平2,黑 1平3,黑 炮,黑 3平4,黑 象5进45进5",547
45,C2k1ab2/4a4/3cc4/p3p3p/5np2/1n7/P1C1P1P1P/B1p1B1N2/9/3AKA3,c3c9,黑 3退6,-573,"a2c4,d7d2,e2g0,f5e3,g2e3,e7e3,e0e1,d2d4,a9c9,d4e4,e1f1,e4f4,c3d3,e3a3","黑 ,黑 4进5,红 炮,黑 ,黑 ,黑 象5进45进5,黑 5退1,红 炮6进2,黑 1平3,黑 4平5,红 仕5平45进4,黑 5平6,黑 3平4,红 兵5平9",-546,"e2c4,f5e3,g2e3,e7e3,a9c9,c2d2,c3d3,d9e9,d3d5,e3e4,c9c5,b4c2,c5c2,d2c2","红 炮,黑 ,黑 ,黑 象5进45进5,黑 1平3,黑 3平4,黑 3平4,黑 士4平54进5,黑 4退2,红 兵5进1,黑 3进4,黑 ,黑 3进3,红 炮6平7",-559,"a2c0,d7c7,f0e1,f5e3,g2e3,e7e3,e0f0,c2c1,a9c9,c1c0","黑 ,黑 4平3,红 仕4进5,黑 ,黑 ,黑 象5进45进5,黑 5平6,黑 3进1,黑 1平3,黑 3进1",-573
46,C1Ck1ab2/4a4/3cc4/p3p3p/5np2/1n7/P3P1P1P/B1p1B1N2/9/3AKA3,d9d8,黑 士4进14进4,558,"d9d8,a2c0,d7d2,e2c4,f5e3,g2e3,e7e3,e0e1,e8f7,c9c8","黑 士4进14进4,黑 ,黑 4进5,红 炮,黑 ,黑 ,黑 象5进45进5,黑 5退1,黑 ,黑 3进1",558,,,,,,
47,C1C2ab2/3ka4/3cc4/p3p3p/5np2/1n7/P3P1P1P/B1p1B1N2/9/3AKA3,c9g9,黑 3平7,-678,"a2c4,d7d2,e2g0,f5e3,g2e3,e7e3,e0e1,d2d4,c9c5,d4e4,e1f1,e4f4,a9g9","黑 ,黑 4进5,红 炮,黑 ,黑 ,黑 象5进45进5,黑 5退1,红 炮6进2,黑 3进4,黑 4平5,红 仕5平45进4,黑 5平6,黑 1平7",-575,"a2c0,d7d2,e2c4,f5e3,g2e3,e7e3,e0e1,d2d4,a9b9,d4e4,e1f1","黑 ,黑 4进5,红 炮,黑 ,黑 ,黑 象5进45进5,黑 5退1,红 炮6进2,黑 1平2,黑 4平5,红 仕5平45进4",-582,"e2c4,f5e3,g2e3,e7e3,e0e1,e6e5,c9e9,e3i3,e9e5","红 炮,黑 ,黑 ,黑 象5进45进5,黑 5退1,黑 卒5进1,黑 3平5,红 兵5平1,黑 将5进4",-599
48,C4aC2/3ka4/3cc4/p3p3p/5np2/1n7/P3P1P1P/B1p1B1N2/9/3AKA3,e7e3,黑 象5进45进5,,"b4a2,a9c9,d7b7,e2c0,b7b0,c9c4,c2d2,f0e1,e7f7,c4f4,f7f4,g3g4,a2c1,e0f0,f4c4,g4g5,c4c0,f0f1","黑 ,黑 1平3,黑 4平2,红 炮,黑 2进7,黑 3进5,黑 3平4,红 仕4进5,黑 象5平65进6,黑 3平6,黑 6进3,黑 7退1,黑 ,黑 5平6,红 马4平74进7,红 兵3进1,黑 3进4,红 仕4进14进4",718,"b4d3,a9c9,f5e3,d0e1,e3f5,g9g8,e8d9,a2c0,d7b7,e0d0,b7b0,c0a2,e7e2","黑 ,黑 1平3,黑 ,黑 ,红 兵,黑 7进1,黑 ,黑 ,黑 4平2,黑 5平4,黑 2进7,黑 ,黑 象5进55进5",702,"f5e3,g2e3,e7e3,f0e1,b4a2,a9c9,c2d2","黑 ,黑 ,黑 象5进45进5,红 仕4进5,黑 ,黑 1平3,黑 3平4",659
49,C4aC2/3ka4/3c5/p3p3p/5np2/1n7/P3c1P1P/B1p1B1N2/9/3AKA3,g2e3,黑 ,-540,"g2e3,f5e3,a2c4,c2d2,a9e9,e3f5,f0e1,d2e2,g9g8,e8d9,e9e2,f5e3","黑 ,黑 ,黑 ,黑 3平4,黑 1平5,红 兵,红 仕4进5,红 炮6平5,黑 7进1,黑 ,黑 将5进7,黑 ",-540,"f0e1,b4a2,g2e3,a2c1,e0f0,d7f7,e1f2,f5e3,f2e1,e3f5,e1f2","红 仕4进5,黑 ,黑 ,黑 ,黑 5平6,黑 4平6,红 仕5进4,黑 ,黑 ,红 兵,红 仕5进4",-777,"e2c4,e3e5,a9a7,d7d4,a7e7,e5e7,g2e1,d4h4","黑 ,红 兵5进2,黑 1进2,黑 4进3,黑 象1平51进5,黑 5退2,黑 ,黑 4平8",-841
50,C4aC2/3ka4/3c5/p3p3p/5np2/1n7/P3N1P1P/B1p1B4/9/3AKA3,f5e3,黑 ,536,"f5e3,a2c4,e3d5,f0e1,d5f4,g9g8,e8f7,g8f8,f4h3,e0f0,d7d5","黑 ,黑 ,红 兵,红 仕4进5,黑 ,黑 7进1,黑 ,黑 7平6,红 马4退2,黑 5平6,黑 4进2",536,"f5d6,g9g6,e6e5,e3c4,d6c4,a2c4,d7d3,a9e9,e8f7,f0e1,d3i3,a3a4,e5e4","黑 ,黑 7进3,黑 马5进15进5,红 兵,黑 ,黑 ,黑 4进4,黑 1平5,黑 ,红 仕4进5,黑 4平9,红 兵9进1,黑 5进1",250,"f5d4,a2c4,d4f3,g9g8,e8f7,f0e1,d7d6,e3d5,b4c6,d5f4,c6d4","黑 ,黑 ,黑 ,黑 7进1,黑 ,红 仕4进5,黑 4进1,红 兵,黑 ,黑 ,黑 ",143
51,C4aC2/3ka4/3c5/p3p3p/6p2/1n7/P3n1P1P/B1p1B4/9/3AKA3,g9g8,黑 7进1,-580,"a2c4,d7d3,f0e1,e3d5,g9h9,d3i3","黑 ,黑 4进4,红 仕4进5,红 兵,黑 7平8,黑 4平9",-546,"g9g8,e8f7,a2c4,d7d5,a9e9,e3g2,i3i4,c2d2,d0e1,d2d1,e9e7,b4c2,a3a4","黑 7进1,黑 ,黑 ,黑 4进2,黑 1平5,红 兵,红 兵1进1,黑 3平4,黑 ,红 炮6退1,黑 将5进2,黑 ,红 兵9进1",-580,"e2c4,d7d5,f0e1,d5e5,e0f0,e3g2,f0f1,g2i3,a9b9,e8f7,b9b5,i3h1,g9g6","黑 ,黑 4进2,红 仕4进5,黑 4平5,黑 5平6,红 兵,红 仕4进14进4,黑 ,黑 1平2,黑 ,黑 2进4,红 兵,黑 7进3",-603
52,C4a3/3ka1C2/3c5/p3p3p/6p2/1n7/P3n1P1P/B1p1B4/9/3AKA3,d8d9,黑 4退1,532,"e8f7,a2c4,c2d2,a9e9,d7e7,f0e1,d2e2,c4e2,e3d5,e9e6","黑 ,黑 ,黑 3平4,黑 1平5,黑 4平5,红 仕4进5,红 炮6平5,黑 ,红 兵,黑 将5进3",604,"e8d9,a9f9,d7d3,f9f8,d8d7,a2c0,e3f5","黑 ,黑 1平6,黑 4进4,黑 士6进16进6,黑 4进1,黑 ,红 兵",574,"d8d9,a2c4,d7d5,g8g9,d9d8,a9e9,e3g2,e9e6,d5e5,d0e1,g2i3","黑 4退1,黑 ,黑 4进2,黑 7退1,黑 士4进14进4,黑 1平5,红 兵,黑 将5进3,黑 4平5,黑 ,黑 ",532
53,C2k1a3/4a1C2/3c5/p3p3p/6p2/1n7/P3n1P1P/B1p1B4/9/3AKA3,a2c0,黑 ,-579,"g8g9,d9d8,a2c4,c2d2,a9e9,d2d1,f0e1,b4c2,g9g8,e8f7,e9e3,c2e3","黑 7退1,黑 士4进14进4,黑 ,黑 3平4,黑 1平5,红 炮6退1,红 仕4进5,黑 ,黑 7进1,黑 ,黑 将5进6,黑 ",-549,"a2c4,c2d2,g8g9,d9d8,a9e9,d2d1,g9g8,d8d9,e9e6,b4c2,f0e1,d7b7","黑 ,黑 3平4,黑 7退1,黑 士4进14进4,黑 1平5,红 炮6退1,黑 7进1,黑 4退1,黑 将5进3,黑 ,红 仕4进5,黑 4平2",-550,"a9c9,d7d5,a2c4,d5e5,f0e1,e3c4,g3g4,c4e3,g4g5,e8d7","黑 1平3,黑 4进2,黑 ,黑 4平5,红 仕4进5,红 兵,黑 7退1,黑 ,红 兵3进1,黑 ",-574
54,C2k1a3/4a1C2/3c5/p3p3p/6p2/1n7/P3n1P1P/2p1B4/9/2BAKA3,b4d3,黑 ,570,"d7d5,a9c9,d5e5,c9c5,b4d3,d0e1,e3g2,e0d0,e5d5,d0e0","黑 4进2,黑 1平3,黑 4平5,黑 象3进43进3,黑 ,红 帅,红 兵,黑 5平4,黑 5平4,红 帅6平5",594,"c2c1,f0e1,c1c0,g8h8,c0d0,e1d0,d7e7","黑 3进1,红 仕4进5,黑 3进1,黑 7平8,黑 3平4,红 仕5退6,黑 4平5",572,"b4d3,a9c9,d7d4,d0e1,e3g2,g8h8","黑 ,黑 1平3,黑 4进3,红 帅,红 兵,黑 7平8",570
55,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P2nn1P1P/2p1B4/9/2BAKA3,f0e1,红 仕4进5,-940,"a9c9,e3g2,d0e1,g2i3,g8g6,i3h1,g6a6,d7d5,a6d6,d5e5,e0d0,c2c1,c9c4,h1g3,c4d4,e5d5,d6i6,e8d7","黑 1平3,红 兵,红 帅,黑 ,黑 7进2,红 兵,黑 卒7平1,黑 4进2,黑 卒1平4,黑 4平5,黑 5平4,黑 3进1,黑 象3进53进3,黑 ,黑 3平4,黑 5平4,红 马6平16进1,黑 ",-581,"g8g9,d9d8,a9c9,e3g2,d0e1,g2i3,c9c4,d7d4,g9g6,a6a5,g6h6,i3h5","黑 7退1,黑 士4进14进4,黑 1平3,红 兵,红 帅,黑 ,黑 象3进53进3,黑 4进3,黑 7进3,黑 卒1进1,黑 卒7平8,红 兵",-606,"a9a8,d3c1,e0e1,d7b7,e1f1,b7b1,f0e1,c1e2,e1d2,e2d0,f1f0,c2d2","黑 1进1,黑 ,黑 5退1,黑 4平2,红 仕5平45进4,黑 2进6,红 仕4进5,黑 ,红 仕5进6,黑 ,黑 6进1,黑 3平4",-705
56,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P2nn1P1P/2p1B4/4A4/2BAK4,d3c1,黑 ,670,"e3g2,a9c9,d7c7,e1f2,d3f2,e0e1,f2e4,e1f1","红 兵,黑 1平3,黑 4平3,红 仕5进4,黑 ,黑 5退1,黑 ,红 仕5平45进4",8500,"d3c1,e0f0,d7f7,i3i4,e3f5,e1f2,c2d2,a9c9,d2d1","黑 ,黑 5平6,黑 4平6,红 兵1进1,红 兵,红 仕5进4,黑 3平4,黑 1平3,红 炮6退1",670,"d7d5,g8h8,e3g2,h8h9,d9d8,h9h1,g2i3,h1g1","黑 4进2,黑 7平8,红 兵,黑 8退1,黑 士4进14进4,黑 8进8,黑 ,黑 8平7",628
57,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P3n1P1P/2p1B4/2n1A4/2BAK4,e0f0,黑 5平6,-694,"e0f0,e3f5,e1f2,d7f7,a9a8,f5g3,f2e1,g3f5,e1f2","黑 5平6,红 兵,红 仕5进4,黑 4平6,黑 1进1,黑 ,黑 ,黑 ,红 仕5进4",-694,,,,,,
58,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P3n1P1P/2p1B4/2n1A4/2BA1K3,e3g2,红 兵,692,"d7f7,g8g9,d9d8,a9c9,e3f5,e1f2,c2d2,c9c4,d2d1,c4c2","黑 4平6,黑 7退1,黑 士4进14进4,黑 1平3,红 兵,红 仕5进4,黑 3平4,黑 象3进53进3,红 炮6退1,黑 3进2",701,"e3f5,g8g9,d9d8,e1f2,d7f7,a9c9,c2d2,c9c4,d2d1","红 兵,黑 7退1,黑 士4进14进4,红 仕5进4,黑 4平6,黑 1平3,黑 3平4,黑 象3进53进3,红 炮6退1",700,"e3g2,f0f1,d7d1,e1f2,c2d2,a9a7,e8d7,g8b8,d2e2,b8b2,g2h0,f1f0,e2f2","红 兵,红 仕4进14进4,黑 4进6,红 仕5进4,黑 3平4,黑 1进2,黑 士5进4,黑 7平2,红 炮6平5,黑 2进6,黑 ,黑 6进1,黑 5平6",692
59,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P5P1P/2p1B1n2/2n1A4/2BA1K3,f0f1,红 仕4进14进4,-695,"f0f1,d7d1,e1f2,c2d2,a9a7,e8d7,a7c7,d2e2,c7c2,g2h0,f1f0,e2f2,c2d2,d9e9,g8g9,e9e8,d0e1,f2e2","红 仕4进14进4,黑 4进6,红 仕5进4,黑 3平4,黑 1进2,黑 士5进4,黑 1平3,红 炮6平5,红 兵7退5,黑 ,黑 6进1,黑 5平6,黑 3平4,黑 士4平54进5,黑 7退1,黑 5进1,红 帅,黑 6平5",-695,,,,,,
60,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P5P1P/2p1B1n2/2n1AK3/2BA5,g2i3,黑 ,597,"d7d1,e1d2,c2d2,e2g4,e8f7,a9f9","黑 4进6,红 仕5进6,黑 3平4,黑 ,黑 士5进6,黑 1平6",673,"g2h0,f1f2,c2b2,e2g0,h0g2,c0e2,d7f7,a9c9,g2i3","黑 ,黑 6退1,黑 3平2,黑 ,黑 ,黑 ,黑 4平6,黑 1平3,黑 ",630,"d7f7,a3a4,g2h0,f1f0,c2d2,e1d2,h0g2,f0f1,c1d3","黑 4平6,红 兵9进1,黑 ,黑 6进1,黑 3平4,红 仕5进6,黑 ,红 仕4进14进4,黑 ",622
61,C2k1a3/4a1C2/3c5/p3p3p/6p2/9/P5P1n/2p1B4/2n1AK3/2BA5,g8i8,黑 7平9,-673,"a9c9,d7d1,f1f0,i3h1,f0e0,c1a0,g3g4,g5g4,e2g4,d1d5,g4e2,d5g5","黑 1平3,黑 4进6,黑 6进1,红 兵,红 仕4平54进5,黑 ,黑 7退1,黑 7进1,黑 ,黑 4退4,红 兵,黑 4平7",-618,"g8h8,d7d1,e1f2,c2d2,e2c4,c1d3,h8h3","黑 7平8,黑 4进6,红 仕5进4,黑 3平4,黑 ,黑 ,黑 8进5",-622,"a9a7,d7b7,g8h8,i3h1,h8h9,d9d8,h9h2,c1a0","黑 1进2,黑 4平2,黑 7平8,红 兵,黑 8退1,黑 士4进14进4,黑 8进7,黑 ",-624
62,C2k1a3/4a3C/3c5/p3p3p/6p2/9/P5P1n/2p1B4/2n1AK3/2BA5,d7d1,黑 4进6,653,"i3h1,a9a7,d7b7,i8h8,c1a0,e1f2,h1g3,f1f0,g3h1,f0f1","红 兵,黑 1进2,黑 4平2,黑 9平8,黑 ,红 仕5进4,黑 ,黑 6进1,黑 ,红 仕4进14进4",684,"d7d1,e1f2,i3h1,a9a7,e8f7,a7d7,h1g3,f1e1","黑 4进6,红 仕5进4,红 兵,黑 1进2,黑 士5进6,黑 1平4,黑 ,黑 6平5",653,"i3g2,a9a7,e8f7,i8i9,d9d8,a7f7,d7d1,e1f2,c1a0","红 兵,黑 1进2,黑 士5进6,黑 9退1,黑 士4进14进4,黑 1平6,黑 4进6,红 仕5进4,黑 ",613
63,C2k1a3/4a3C/9/p3p3p/6p2/9/P5P1n/2p1B4/2ncAK3/2BA5,f1f0,黑 6进1,-9800,"e1d2,i3h1,a9c9,c2d2,c9c4,e8f7,c4h4,d2e2,h4h9,d9d8,h9h8,d8d9,h8h9,d9d8,h9h8,d8d9,i8i9,d9d8,g3g4,h1g3,f1f0,e2f2,i9i8,d8d9","红 仕5进6,红 兵,黑 1平3,黑 3平4,黑 象3进53进3,黑 士5进6,黑 3平8,黑 4平5,黑 8退5,黑 士4进14进4,黑 8进1,红 炮6进1,黑 8退1,黑 士4进14进4,黑 8进1,红 炮6进1,黑 9退1,黑 士4进14进4,黑 7退1,黑 ,黑 6进1,黑 5平6,黑 9进1,红 炮6进1",-693,"e1f2,i3h1,a9a7,e8f7,a7d7,h1g3,f1f0,d9d8","红 仕5进4,红 兵,黑 1进2,黑 士5进6,黑 1平4,黑 ,黑 6进1,黑 士4进14进4",-694,"e1f0,i3h1,a9a7,h1g3,f1f2,c2d2","红 仕5退4,红 兵,黑 1进2,黑 ,黑 6退1,黑 3平4",-722
