idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
11,rnbakab2/3r5/1c2c1n2/p1p1p3p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKABR1,h0h4,黑 8退4,55,"h0h4,b9c7,g3g4,g5g4,h4g4,a9a8,g2f4,e7e8,e2g2,e8g8,g4h4,g9e7,a0a1,g7f5,h4g4,b7a7,a1b1,a8b8,g2g8,d8g8,g4g8,b8g8,f4d5","黑 8退4,黑 ,黑 7退1,黑 7进1,黑 8平7,黑 车1进1,红 马3进4,黑 炮5退1,红 炮5平3,黑 5平7,红 兵3平2,黑 象7进5,红 车9进1,黑 马7进6,黑 8平7,黑 炮2平1,黑 1平2,黑 1平2,红 马3进63进3,黑 4平7,红 兵3进4,黑 2平7,黑 ",55,"f0e1,d8d3,e2f2,b9c7,f2f3,d3d1,f3f7,d1c1","红 仕4进5,黑 4进5,红 炮5平4,黑 ,黑 6退1,黑 4进2,黑 6退4,红 车6平7",38,"a0a1,d8d3,b2b1,e7c7,g3g4,g5g4,b1g1","红 车9进1,黑 4进5,红 炮8退1,黑 炮5平3,黑 7退1,黑 7进1,黑 2平7",34
12,rnbakab2/3r5/1c2c1n2/p1p1p3p/6p2/2P4R1/P3P1P1P/1CN1C1N2/9/R1BAKAB2,b9c7,黑 ,-54,"b9c7,g3g4,g5g4,h4g4,a9a8,g2f4,e7e8,e2g2,e8g8,g4h4,g9e7,b2a2,g7f5,h4g4,g8g2,a2g2","黑 ,黑 7退1,黑 7进1,黑 8平7,黑 车1进1,红 马3进4,黑 炮5退1,红 炮5平3,黑 5平7,红 兵3平2,黑 象7进5,红 炮8平9,黑 马7进6,黑 8平7,黑 7进6,黑 1平7",-54,"d8d7,g3g4,g5g4,h4g4,e7e8,g2f4","黑 4进1,黑 7退1,黑 7进1,黑 8平7,黑 炮5退1,红 马3进4",-71,"e7e8,g3g4,g5g4,h4g4,d8d7,b2a2,a9a8,g4d4,a8d8,a0b0,e8g8","黑 炮5退1,黑 7退1,黑 7进1,黑 8平7,黑 4进1,红 炮8平9,黑 车1进1,红 兵3平6,黑 1平4,红 车9平8,黑 5平7",-71
13,r1bakab2/3r5/1cn1c1n2/p1p1p3p/6p2/2P4R1/P3P1P1P/1CN1C1N2/9/R1BAKAB2,c2d4,红 马7进6,,"g3g4,g5g4,h4g4,a9a8,g2f4,e7e8,e2g2,e8g8,g4h4,g9e7,g2g8,d8g8,b2a2,g7f5","黑 7退1,黑 7进1,黑 8平7,黑 车1进1,红 马3进4,黑 炮5退1,红 炮5平3,黑 5平7,红 兵3平2,黑 象7进5,红 马3进63进3,黑 4平7,红 炮8平9,黑 马7进6",71,"a0a1,d8d3,b2b1,a9a8,g3g4,d3d2,a1a2,g5g4,h4g4,e7e8,b1h1,e8g8","红 车9进1,黑 4进5,红 炮8退1,黑 车1进1,黑 7退1,黑 4进1,黑 1退1,黑 7进1,黑 8平7,黑 炮5退1,黑 2平8,黑 5平7",43,"b2a2,a9b9,g3g4,d8d3,g4g5,d3c3,g5g6,c3c2,g6g7,b7b0,g7f7,c2c0,f7e7,c9e7","红 炮8平9,黑 车1平2,黑 7退1,黑 4进5,红 兵3进1,黑 4平3,黑 7退1,红 兵7退1,黑 卒7退1,黑 炮2进7,黑 马7平67进6,红 马7退27退7,黑 6平5,黑 象3进5",41
14,r1bakab2/3r5/1cn1c1n2/p1p1p3p/6p2/2PN3R1/P3P1P1P/1C2C1N2/9/R1BAKAB2,b7b4,黑 炮2进3,162,"b7b4,a0a1,b4d4,a1a2,d4d5,b2d2","黑 炮2进3,红 车9进1,黑 2平4,黑 1退1,黑 4退1,红 炮8平6",162,"g5g4,h4g4,b7b4,g4g7,d8d4,f0e1,d4c4,g7g9","黑 7进1,黑 8平7,黑 炮2进3,红 兵3进3,黑 4进4,红 仕4进5,黑 4平3,黑 马7退27退7",-10,"d8d5,b2d2,d5b5,a0a1,d9e8,g3g4,g7f5,d4f5,b5f5,a1b1,a9b9,b1b6","黑 4进3,红 炮8平6,黑 马4平24进2,红 车9进1,黑 士4进5,黑 7退1,黑 马7进6,黑 ,黑 2平6,黑 1平2,黑 车1平2,黑 2退5",-65
15,r1bakab2/3r5/2n1c1n2/p1p1p3p/6p2/1cPN3R1/P3P1P1P/1C2C1N2/9/R1BAKAB2,b2d2,黑 2平4,-233,"a0a1,d8d4,h4d4,b4d4,a1d1,g7f5,b2c2,a9b9,c4c5,b9b3,c5c6,b3c3,c6c7,c3c2,e2e6,f9e8,c7d7,c2g2,d7e7,g2g3,e3e4,d4d3","红 车9进1,黑 4进4,黑 8平4,黑 2平4,黑 1平4,黑 马7进6,黑 2平3,黑 车1平2,黑 3退1,黑 2进6,黑 卒3退1,黑 2平3,黑 3退1,红 兵7退1,红 炮5进4,黑 士6进5,黑 3平4,红 马7平37进3,黑 4平5,红 马3进13进3,红 兵5进1,黑 4进1",-164,"b2c2,a9b9,h4h6,d8d4,c2b2,b9a9,h6g6,c7e8,a0a1,b4b3,g3g4,g5g4,a1f1","黑 2平3,黑 车1平2,黑 8退2,黑 4进4,红 马7平87进8,黑 2平1,黑 8平7,黑 ,红 车9进1,黑 2进1,黑 7退1,黑 7进1,黑 1平6",-181,"h4h6,b4d4,b2c2,d4d6,h6h4,a9b9","黑 8退2,黑 2平4,黑 2平3,黑 4退2,黑 8进2,黑 车1平2",-184
16,r1bakab2/3r5/2n1c1n2/p1p1p3p/6p2/1cPN3R1/P3P1P1P/3CC1N2/9/R1BAKAB2,d8d4,黑 4进4,230,"d8d4,h4d4,b4d4,d2c2,a9b9,c4c5,b9b3,c5c6,c7a8,c2c4,g7f5,e2e6,e7e3,e6e4,f5g3,a0a2,d4d3,g2e3","黑 4进4,黑 8平4,黑 2平4,黑 4平3,黑 车1平2,黑 3退1,黑 2进6,黑 卒3退1,黑 ,红 马7进27进7,黑 马7进6,红 炮5进4,黑 炮5进4,黑 卒5进2,黑 ,红 车9进2,黑 4进1,红 马3进5",230,"e7d7,a0b0,d7d2,b0b4,d2g2,d4c6,d9e8,g3g4,d8d5,b4b7","黑 炮5平4,红 车9平8,黑 炮4进5,黑 2退4,黑 4平7,黑 ,黑 士4进5,黑 7退1,黑 4进3,黑 2退3",53,"d8f8,g3g4,b4d4,g4g5,d4d5,a0b0,e6e5,h4g4,g7e6,g5g6,f8f5","黑 4平6,黑 7退1,黑 2平4,红 兵3进1,黑 4退1,红 车9平8,黑 卒5进1,黑 8平7,黑 马7进5,黑 7退1,黑 6进3",35
17,r1bakab2/9/2n1c1n2/p1p1p3p/6p2/1cPr3R1/P3P1P1P/3CC1N2/9/R1BAKAB2,h4d4,黑 8平4,-253,"h4d4,b4d4,a0a1,a9b9,a1f1,b9b5,f1f6,d4d3,g3g4,g5g4,f6g6","黑 8平4,黑 2平4,红 车9进1,黑 车1平2,黑 1平6,黑 2进4,黑 6退5,黑 4进1,黑 7退1,黑 7进1,黑 6平7",-253,"h4h8,d4d2,h8g8,c7e8,a0b0,a9b9,g8f8,d2c2,f0e1,c2c4","黑 8退4,黑 4进2,黑 8平7,黑 ,红 车9平8,黑 车1平2,黑 7平6,黑 4平3,红 仕4进5,红 马7进27进7",-348,"h4h6,d4d2,h6g6,c7e8,a0b0,a9b9,b0b3,c6c5,c4c5,e7c7,e3e4,c7c0,d0e1,d2c2,g2e3,c2c5,e4e5,c0a0","黑 8退2,黑 4进2,黑 8平7,黑 ,红 车9平8,黑 车1平2,黑 2退3,黑 3进1,黑 3退1,黑 炮5平3,红 兵5进1,黑 3进7,红 仕6进5,黑 4平3,红 马3进5,红 马7进37进7,黑 5退1,红 相7平97进9",-353
18,r1bakab2/9/2n1c1n2/p1p1p3p/6p2/1cPR5/P3P1P1P/3CC1N2/9/R1BAKAB2,b4d4,黑 2平4,270,"b4d4,a0a1,a9b9,a1f1,b9b0,f1f4,d4d3","黑 2平4,红 车9进1,黑 车1平2,黑 1平6,黑 2进9,黑 6退3,黑 4进1",270,"e7e3,g2e3,b4d4,e3d5,d4e4,d0e1,a9b9,d5c7","黑 炮5进4,红 马3进5,黑 2平4,红 兵,黑 4平5,红 仕6进5,黑 车1平2,黑 车",-87,"a9b9,d4d7,g5g4,d2b2,b9a9,d7c7,g4g3,g2i1,e7e3,d0e1","黑 车1平2,黑 4退3,黑 7进1,黑 4平2,黑 2平1,黑 炮4平3,红 兵3退1,红 马3退1,黑 炮5进4,红 仕6进5",-334
19,r1bakab2/9/2n1c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/3CC1N2/9/R1BAKAB2,a0b0,红 车9平8,-332,"a0a1,a9b9,a1f1,d4d3,f1f7,d3g3,g0i2","红 车9进1,黑 车1平2,黑 1平6,黑 4进1,黑 6退6,黑 4平7,红 相3进1",-293,"a3a4,a9b9,a0a3,b9b5,d2c2,g7f5,f0e1,d4d8,a3d3,d8g8,d3d7,c7a8","红 兵9进1,黑 车1平2,红 车9进3,黑 2进4,黑 4平3,黑 马7进6,红 仕4进5,黑 4退4,红 兵9平6,黑 4平7,黑 4退4,黑 ",-314,"d2c2,a9b9,c4c5,d4d2,c5c6,c7e8,d0e1,d2g2,c2g2,e7e3,e0d0","黑 4平3,黑 车1平2,黑 3退1,黑 4进2,黑 卒3退1,黑 ,红 仕6进5,黑 4平7,红 马7平37进3,黑 炮5进4,红 帅5平6",-317
20,r1bakab2/9/2n1c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/3CC1N2/9/1RBAKAB2,a9b9,黑 1平2,338,"a9b9,b0b9,c7b9,d2b2,d4d3,b2b7,d3g3,b7g7,g3g7,e2e6,d9e8","黑 1平2,黑 2退9,黑 ,黑 4平2,黑 4进1,黑 2退5,黑 4平7,黑 2平7,黑 7退4,红 炮5进4,黑 士4进5",338,"d4d7,b0b5,g9i7,b5b6,a9b9,b6c6,b9b0,f0e1,b0c0,d2d5,c7a8","黑 4退3,黑 2退5,黑 象7进9,黑 2退1,黑 1平2,黑 2平3,黑 车2进9,红 仕4进5,黑 2平3,黑 4退3,黑 ",274,"c9a7,b0b6,d4d3,b6c6,d3c3,c6d6,a9b9,d6d3","黑 象3进1,黑 2退6,黑 4进1,黑 2平3,黑 4平3,黑 3平4,黑 1平2,黑 4进3",270
21,1rbakab2/9/2n1c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/3CC1N2/9/1RBAKAB2,b0b9,红 车8进9,-336,"b0b9,c7b9,e2e1,d4d8,d2b2,b9a7,b2c2,g7f5,e1e6,d8e8","红 车8进9,黑 ,红 炮5退1,黑 4退4,黑 4平2,黑 车,黑 2平3,黑 马7进6,黑 5退5,黑 4平5",-336,"b0b2,b9b2,e2b2,g7f5,c0e2,f5e3,g2e3,e7e3,d0e1,g9e7,d2c2,e3c3,b2b8","红 车8进2,黑 车2进7,红 炮5平8,黑 马7进6,红 相7进5,黑 ,红 马3进5,黑 炮5进4,红 仕6进5,黑 象7进5,黑 4平3,红 兵5平7,黑 2退6",-386,"b0a0,g7f5,a0a2,f5e3,d2d1,e3g2,e2e7,c9e7,a2g2,d4e4,g2d2","红 车8平9,黑 马7进6,黑 1退2,黑 ,黑 4进1,红 兵,红 炮5进5,黑 象3进5,黑 1平7,黑 4平5,红 马3平63进6",-421
22,1Rbakab2/9/2n1c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/3CC1N2/9/2BAKAB2,c7b9,黑 ,341,"c7b9,d2b2,b9c7,e2e1,d4d3,g0e2,d3g3,e1c1,g7f5,b2b6","黑 ,黑 4平2,黑 ,红 炮5退1,黑 4进1,红 相3进5,黑 4平7,黑 5平3,黑 马7进6,黑 2退4",341,"e7e3,g2e3,c7b9,e2e1,c9e7,e3d5,d4e4,d2e2,e4e1,f0e1","黑 炮5进4,红 马3进5,黑 ,红 炮5退1,黑 象3进5,红 兵,黑 4平5,黑 4平5,黑 5进3,红 仕4进5",0,a6a5,黑 卒1进1,-408
23,1nbakab2/9/4c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/3CC1N2/9/2BAKAB2,d2c2,黑 4平3,-351,"g0i2,d4d8,f0e1,c9a7,d2d7,g7f5,e2e6,d8e8","红 相3进1,黑 4退4,红 仕4进5,黑 象3进1,黑 4退5,黑 马7进6,红 炮5进4,黑 4平5",-339,"d2d1,d4d2,g2h0,d2d8","黑 4进1,黑 4进2,红 马3退2,黑 4退6",-347,"e2e1,d4d3,e3e4,b9c7,d2c2,g7f5,c0e2,f5d4","红 炮5退1,黑 4进1,红 兵5进1,黑 ,黑 4平3,黑 马7进6,红 相7进5,黑 ",-348
24,1nbakab2/9/4c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/2C1C1N2/9/2BAKAB2,b9a7,黑 ,342,"d4d3,c2c6,d3g3,g0i2","黑 4进1,黑 3退4,黑 4平7,红 相3进1",364,"a6a5,c2a2,d4d3,g0i2","黑 卒1进1,黑 3平1,黑 4进1,红 相3进1",356,"c9a7,c2c1,d4d8,e2b2,g7f5","黑 象3进1,黑 3进1,黑 4退4,红 炮5平8,黑 马7进6",356
25,2bakab2/9/n3c1n2/p1p1p3p/6p2/2Pc5/P3P1P1P/2C1C1N2/9/2BAKAB2,c4c5,黑 3退1,-407,"c2a2,a6a5,a2a5,d4d2,e2e1,a7b5,a5g5,g9i7,g5g6,b5a3,g6c6,a3c4,c6c7,g7f5,e1e6,d9e8","黑 3平1,黑 卒1进1,红 马9进39进9,黑 4进2,红 炮5退1,黑 ,黑 1平7,黑 象7进9,黑 7退1,黑 ,黑 卒7平3,红 兵,黑 3退1,黑 马7进6,黑 5退5,黑 士4进5",-339,"g0i2,a6a5,c4c5,d4c4,c0a2,c4c3","红 相3进1,黑 卒1进1,黑 3退1,黑 4平3,红 相7进9,黑 3进1",-349,"f0e1,a6a5,c4c5,d4c4,c0a2,c4c3,g3g4","红 仕4进5,黑 卒1进1,黑 3退1,黑 4平3,红 相7进9,黑 3进1,黑 7退1",-358
26,2bakab2/9/n3c1n2/p1p1p3p/2P3p2/3c5/P3P1P1P/2C1C1N2/9/2BAKAB2,c6c5,黑 3进1,417,"c6c5,g0i2,c5c4,c2c1,d4d2,g3g4,g5g4","黑 3进1,红 相3进1,黑 3进1,黑 3进1,黑 4进2,黑 7退1,黑 7进1",417,"e7c7,c0a2,c7c5,e2e6,c5e5,c2e2,e5e2","黑 炮5平3,红 相7进9,黑 炮3进2,红 炮5进4,黑 3平5,黑 3平5,黑 5进3",370,"d4c4,c5b5,c4c0,d0e1,d9e8,b5b6,a6a5,b6a6,a7b9","黑 4平3,黑 3平2,黑 卒3进4,红 仕6进5,黑 士4进5,黑 2退1,黑 卒1进1,黑 2平1,黑 ",357
27,2bakab2/9/n3c1n2/p3p3p/2p3p2/3c5/P3P1P1P/2C1C1N2/9/2BAKAB2,c2c9,黑 3退7,-438,"g0i2,c5c4,g3g4,g5g4,i2g4,d9e8,c2c1,d4d1,g2f4,e7e3,e2d2,e3e5,f4g6","红 相3进1,黑 3进1,黑 7退1,黑 7进1,黑 ,黑 士4进5,黑 3进1,黑 4进3,红 马3进4,黑 炮5进4,红 炮5平6,红 兵5进2,黑 ",-414,"c2c1,c5c4,c1g1,d4d2,e2e1,e7c7,c0a2,d2b2","黑 3进1,黑 3进1,黑 3平7,黑 4进2,红 炮5退1,黑 炮5平3,红 相7进9,黑 4平2",-434,"c0a2,d9e8,g0i2,g7f5,g3g4,g5g4,i2g4,f5e3,g2e3,e7e3,e2e6,c9e7","红 相7进9,黑 士4进5,红 相3进1,黑 马7进6,黑 7退1,黑 7进1,黑 ,黑 ,红 马3进5,黑 炮5进4,红 炮5进4,黑 象3进5",-436
28,2Cakab2/9/n3c1n2/p3p3p/2p3p2/3c5/P3P1P1P/4C1N2/9/2BAKAB2,d9e8,黑 士4进5,446,"d9e8,c9c7,g7f5,e2e6,d4d3,g0e2,f5d4","黑 士4进5,黑 象3进23进3,黑 马7进6,红 炮5进4,黑 4进1,红 相3进5,黑 ",446,"e9e8,c9c7,g7f5,e2e6,e8d8,f0e1,f5e3,g2e3,e7e3,g0e2,e3i3","黑 将5进1,黑 象3进23进3,黑 马7进6,红 炮5进4,黑 5平4,红 仕4进5,黑 ,红 马3进5,黑 炮5进4,红 相3进5,红 兵5平1",426,,,
