idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
11,1rbakab1r/9/2n3nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C2CN/1c7/1RBAKAB1R,h2g2,红 炮2平3,71,"i0i1,b1b5,h2h6,c9e7,c2d4,i6i5,h6c6,i5i4,c4c5,b5b8,i1h1,h7h5,b0b7","红 车1进1,黑 2退4,红 炮2进4,黑 象3进5,红 马7进6,黑 卒9进1,黑 8平3,黑 9进1,黑 3退1,黑 2退3,黑 9平8,黑 炮8进2,红 车8进7",71,"h2g2,g7h5,i0i1,b1b5,c2d4,f9e8,c4c5,c6c5,d4b5,b9b5,e2e6,h7e7,b0b5,c7b5,g2c2,c9a7,i1b1,h5g7,e6e5,b5c3","红 炮2平3,黑 ,红 车1进1,黑 2退4,红 马7进6,黑 士6进5,黑 3退1,黑 3进1,黑 ,黑 车2进4,黑 5退4,黑 炮8平5,红 车8进5,黑 马3进2,红 马3平73进7,黑 象3进1,黑 9平2,黑 ,黑 卒5进1,黑 ",71,"h2h6,h7i7,h6g6,i9h9,i0i1,b1h1,b0b9,c7b9,g3g4,g5g4,g6g9,f9e8,g9g4,g7f5,g4f4,h9h2","红 炮2进4,黑 炮8平9,黑 8平7,黑 车9平8,红 车1进1,黑 2平8,红 车8进9,黑 马3退2,黑 7退1,黑 7进1,黑 卒7退3,黑 士6进5,黑 象7进57进7,黑 ,红 兵3平4,黑 8进7",61
12,1rbakab1r/9/2n3nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C1C1N/1c7/1RBAKAB1R,i9h9,黑 车9平8,-91,"g7h5,i0i1,b1b5,i1f1,g9e7,g2g1,f9e8,c2d4,i9f9,f1f9,e9f9,i3i4,b5b1,e2c2,b1b4,d4f5,b4i4","黑 炮,红 车1进1,黑 2退4,黑 9平6,黑 象7进5,红 马3退13退3,黑 士6进5,红 马7进6,黑 车9平6,黑 6退8,黑 将5平6,红 兵1进1,黑 2进4,黑 5平3,黑 2退3,黑 ,黑 2平9",-66,"i9h9,i0h0,h7h6,e3e4,h6g6,h0h9,g7h9,g2g5","黑 车9平8,红 车1平2,黑 8进1,红 兵5进1,黑 8平7,黑 8退9,黑 炮,红 马3进33进3",-91,"g7f5,i0i1,b1b5,i1f1,h7h5,f1f4,g9e7,e2f2,c6c5,c4c5,e7c5,c0e2","黑 炮,红 车1进1,黑 2退4,黑 9平6,黑 8进2,黑 6退3,黑 象7进5,黑 5平6,黑 3进1,黑 3退1,黑 炮,红 相7进5",-94
13,1rbakabr1/9/2n3nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C1C1N/1c7/1RBAKAB1R,g3g4,黑 7退1,86,"i0h0,h7h6,g2g5,g9e7,g5g6,h6h3,g3g4,b1b3,e2g2,b3c3,b0b9,c7b9,c0e2,h9h5,e3e4,c3i3,g6f6,g7f5","黑 9平8,黑 8进1,红 马3进33进3,黑 象7进5,黑 7退1,黑 8进3,黑 7退1,黑 2退2,黑 5平7,黑 2平3,红 车8进9,黑 马3退2,红 相7进5,黑 8进4,红 兵5进1,红 兵7平1,黑 卒7平6,黑 炮",94,"g3g4,g7h5,g4g5,h5i3,g2g1,h7i7,i0h0,h9h0,g1g9,f9e8,i2h0,i3h1,d0e1,c9e7,g9g7,i7h7,g5g6,c6c5,c4c5,e7c5,g6h6","黑 7退1,黑 炮,红 兵3进1,黑 ,红 马3退13退3,黑 8平9,黑 9平8,黑 8进9,黑 7退8,黑 士6进5,黑 ,红 兵,红 仕6进5,黑 象3进5,黑 象7进27进7,黑 马9平89进8,黑 7退1,黑 3进1,黑 3退1,黑 炮,黑 卒7平8",86,"c2d4,h7i7,g3g4,h9h4,g4g5,h4g4,g2g1,g4d4,g1g7,b9b5,g5g6,i7i3,i0h0,b1b3","红 马7进6,黑 8平9,黑 7退1,黑 8进5,红 兵3进1,黑 8平7,红 马3退13退3,红 兵3平6,黑 7退6,黑 车2进4,黑 7退1,黑 马9进49进9,黑 9平8,黑 2退2",41
14,1rbakabr1/9/2n3nc1/p1p1p3p/6p2/2P3P2/P3P3P/2N1C1C1N/1c7/1RBAKAB1R,g7h5,黑 炮,-77,"g7h5,g4g5,h5i3,g2g1,h7h2,c2d4,i3g4,g1g3,g9e7,d4f5,i6i5,i0h0,i5i4,h0h1,b1b5,b0b4,b5e5,b4b9,c7b9,e3e4","黑 炮,红 兵3进1,黑 ,红 马3退13退3,黑 8进5,红 马7进6,红 兵,黑 7退2,黑 象7进5,黑 ,黑 卒9进1,黑 9平8,黑 9进1,红 车2进1,黑 2退4,红 车8进4,黑 2平5,黑 2退5,黑 马3退2,红 兵5进1",-77,"b9b5,c2d4,b5d5,d4f3,g5g4,b0b1","黑 车2进4,红 马7进6,黑 2平4,黑 ,黑 卒7进1,红 车8进1",-113,"g7e8,g4g5,b9b5,g2g1,h7e7,f0e1,b1b3,g1g3,c6c5,b0b3","黑 炮,红 兵3进1,黑 车2进4,红 马3退13退3,黑 8平5,红 仕4进5,黑 2退2,黑 7退2,黑 3进1,红 车8进3",-131
15,1rbakabr1/9/2n4c1/p1p1p3p/6pn1/2P3P2/P3P3P/2N1C1C1N/1c7/1RBAKAB1R,g4g5,红 兵3进1,74,"g4g5,h5i3,g2g1,h7h2,c2d4,i3g4,g1g3,g9e7,d4f5,i6i5,i0h0,i5i4,e2c2","红 兵3进1,黑 ,黑 7进1,黑 8进5,红 马7进6,红 兵,黑 7退2,黑 象7进5,黑 ,黑 卒9进1,黑 9平8,黑 9进1,黑 5平3",74,"i0i1,h5i3,i1b1,b9b1,b0b1,i3g2,g4g5,h7e7,i2g3,h9h0,b1g1,g2e3,c2e3,e7e3,d0e1","黑 9退1,黑 ,黑 9平2,黑 车2进8,红 车8进1,红 兵,红 兵3进1,黑 8平5,黑 ,黑 8进9,黑 2平7,黑 ,红 马7进5,黑 炮5进4,红 仕6进5",69,"g2g5,g9e7,i0i1,b1b3,c2d4,e7g5,g4g5,h5i3,i1h1,i3g4,c4c5,b3b2,i2g3,h7h3,c5b5,h3e3,f0e1,h9h1","黑 7退3,黑 象7进5,黑 9退1,黑 2退2,红 马7进6,黑 炮,红 兵3进1,黑 ,黑 9平8,红 兵,黑 3退1,黑 2进1,黑 ,黑 8进4,黑 卒3平2,黑 8平5,红 仕4进5,黑 8进8",37
16,1rbakabr1/9/2n4c1/p1p1p3p/6Pn1/2P6/P3P3P/2N1C1C1N/1c7/1RBAKAB1R,h5i3,黑 ,-74,"h5i3,g2g3,g9e7,g5g6,i3g2,i2h4,h7i7,i0i6,h9h4,i6i7,h4g4,g3h3,g4h4","黑 ,黑 7退1,黑 象7进5,黑 7退1,红 兵,黑 ,黑 8平9,黑 9退6,黑 8进5,黑 卒9退1,红 马2平32进3,黑 7平8,黑 卒7平8",-74,"c6c5,c4c5,h5i3,g2g3,c9e7,c5c6,b1c1,c2b4,i3g2,c6c7,h7c7","黑 3进1,黑 3退1,黑 ,黑 7退1,黑 象3进5,黑 卒3退1,黑 2平3,红 马7进8,红 兵,黑 3退1,黑 8平3",-180,"h5g3,i2g3,h7g7,i0i1,b1b5,g3e4,g7g2,c2e1,e6e5","黑 ,黑 ,黑 8平7,黑 9退1,黑 2退4,黑 ,黑 炮7进5,红 马7退5,黑 卒5进1",-200
17,1rbakabr1/9/2n4c1/p1p1p3p/6P2/2P6/P3P3n/2N1C1C1N/1c7/1RBAKAB1R,g2g1,黑 7进1,76,"g2g1,h7h2,c2d4,g9e7,d4f5,i3g4,g1g3,i6i5,i0h0,i5i4,e2c2,i4i3,c0e2,g4e3,f5e3","黑 7进1,黑 8进5,红 马7进6,黑 象7进5,黑 ,红 兵,黑 7退2,红 马1退11退1,黑 9平8,黑 9进1,黑 5平3,黑 9进1,红 相7进5,黑 卒,黑 ",76,"g2g3,g9e7,i0i1,h7h1,i2g1,i3g4,i1i4,g4i5,e3e4,h9h2,e4e5,h2g2,e5e6,c7e6,g3e3,i5g4,e2e6,d9e8,d0e1","黑 7退1,黑 象7进5,黑 9退1,黑 8进6,黑 ,红 兵,黑 9退3,黑 卒,红 兵5进1,黑 8进7,黑 5退1,红 炮2平3,黑 5退1,黑 马3进5,黑 7平5,黑 ,黑 5退4,黑 士4进5,红 仕6进5",76,"i0i1,i3g2,i1b1,b9b1,b0b1,h7e7,i2g3,h9h4,g3f5,h4c4,b1g1,g2f4,g1g4,c6c5,c0a2,c4c2,g4f4,e7e3,f0e1,d9e8,g5g6,e3i3,f4e4","黑 9退1,红 兵,黑 9平2,黑 车2进8,红 车8进1,黑 8平5,黑 ,黑 8进5,黑 ,黑 8平3,黑 2平7,黑 ,黑 7退3,黑 3进1,红 相7进9,黑 3进2,黑 卒7平6,黑 炮5进4,红 仕4进5,黑 士4进5,黑 7退1,红 兵5平1,黑 6平5",60
18,1rbakabr1/9/2n4c1/p1p1p3p/6P2/2P6/P3P3n/2N1C3N/1c4C2/1RBAKAB1R,h7h2,黑 8进5,-68,"h7h2,c2d4,i3g4,g1g3,i6i5,d4f5,g9e7,i0h0,i5i4,e2c2,i4i3,c0e2,g4e3,f5e3,b1e1,f0e1,b9b0,c2h2,i3i2,h2h6,e7g5,e3d5,b0b3","黑 8进5,红 马7进6,红 兵,黑 7退2,红 马1退11退1,黑 ,黑 象7进5,黑 9平8,黑 9进1,黑 5平3,黑 9进1,红 相7进5,黑 卒,黑 ,黑 2平5,红 仕4进5,黑 车2进9,红 马7平27进2,红 兵1退1,红 炮2进4,黑 炮,红 兵,红 车8进3",-68,"c9e7,c2d4,h7h2,d4e6,c7e6,e2e6,f9e8,d0e1,b1b2,g1h1","黑 象3进5,红 马7进6,黑 8进5,黑 ,黑 马3进5,黑 5退4,黑 士6进5,红 仕6进5,黑 2退1,黑 7平8",-84,"h7i7,i0h0,h9h0,i2h0,i3h1,g1g9,f9e8,f0e1,c9e7,g9h9,b9b5,g5f5,h1g3,c2d4,b5d5,e2i2,i7g7,b0b1","黑 8平9,黑 9平8,黑 8进9,黑 ,红 兵,黑 7退8,黑 士6进5,红 仕4进5,黑 象3进5,黑 象7平87进8,黑 车2进4,黑 7平6,黑 ,红 马7进6,黑 2平4,黑 5平9,黑 马9平79进7,红 车8进1",-92
19,1rbakabr1/9/2n6/p1p1p3p/6P2/2P6/P3P3n/2N1C2cN/1c4C2/1RBAKAB1R,c2d4,红 马7进6,59,"c2d4,i3g4,d4f5,g9e7,f5d6,h9h8,f0e1,b1g1,d6c8,h8c8,b0b9,g1g5,i0h0,c8f8,b9b7","红 马7进6,红 兵,黑 ,黑 象7进5,黑 ,黑 8进1,红 仕4进5,黑 2平7,黑 ,黑 8平3,红 车8进9,黑 7退4,黑 9平8,黑 3平6,黑 车2进2",59,"i0h0,i3g4,c2d4,h9h3,g1c1,g4f2,c1f1,h2e2,c0e2,h3e3,h0h2,b1b2,i2h4,f2h3","黑 9平8,红 兵,红 马7进6,黑 8进6,黑 7平3,黑 卒,黑 3平6,黑 8平5,红 相7进5,黑 8平5,红 车2进2,黑 2退1,黑 ,黑 ",46,"i2h0,i3h1,c2d4,d9e8,d4e6,c7e6,e2e6,g9e7,g0e2,b9b2","黑 ,红 兵,红 马7进6,黑 士4进5,黑 ,黑 马3进5,黑 5退4,黑 象7进5,红 相3进5,黑 车2进7",-10
20,1rbakabr1/9/2n6/p1p1p3p/6P2/2PN5/P3P3n/4C2cN/1c4C2/1RBAKAB1R,g9e7,黑 象7进5,-68,"i3g4,g1g3,i6i5,i0h0,i5i4,h0h1,b1b2","红 兵,黑 7退2,红 马1退11退1,黑 9平8,黑 9进1,红 车2进1,黑 2退1",-59,"g9e7,d4f5,i3g4,g1g3,i6i5,i0h0,i5i4,e2c2,h9h3,h0h1,b1b2,g0e2,g4e3","黑 象7进5,黑 ,红 兵,黑 7退2,红 马1退11退1,黑 9平8,黑 9进1,黑 5平3,黑 8进6,红 车2进1,黑 2退1,红 相3进5,黑 卒",-68,"c9e7,d4f5,i3g4,g1g3,i6i5,i0h0,i5i4,h0h1,b1b2,b0b1,i4i3,h1d1,i3i2,d1d7,b9b7,e2e6,f9e8,b1f1","黑 象3进5,黑 ,红 兵,黑 7退2,红 马1退11退1,黑 9平8,黑 9进1,红 车2进1,黑 2退1,红 车8进1,黑 9进1,黑 8平4,红 兵1退1,黑 4退6,黑 车2进2,黑 5退4,黑 士6进5,黑 2平6",-79
21,1rbaka1r1/9/2n1b4/p1p1p3p/6P2/2PN5/P3P3n/4C2cN/1c4C2/1RBAKAB1R,g5g6,黑 7退1,62,"d4f5,i3g4,g1g3,i6i5,i0h0,i5i4,h0h1,b1b2,c4c5,c6c5,e2c2,i4i3,c0e2,g4i5,c2c7,i3i2,f5d6,b9b8,c7c6,e7g5,c6e6","黑 ,红 兵,黑 7退2,红 马1退11退1,黑 9平8,黑 9进1,红 车2进1,黑 2退1,黑 3退1,黑 3进1,红 相5平75进7,黑 9进1,红 相7进5,黑 卒,红 马7进57进7,红 兵1退1,黑 ,黑 车2进1,黑 3进1,黑 炮,黑 3平5",69,"i0h0,i3g4,d4f5,g4f2,g1f1,f2h1,h0i0,h9h6,f5d6,h6f6","黑 9平8,红 兵,黑 ,黑 卒,黑 7平6,黑 ,红 车2平1,黑 8进3,黑 ,黑 8平6",65,"g1h1,h9g9,h1i1,i3g4,d0e1,b1i1,b0b9,c7b9,i0i1,g9g5","黑 7平8,黑 8平7,黑 8平9,红 兵,红 仕6进5,黑 2平9,红 车8进9,黑 ,黑 9退1,黑 象7进47进7",65
