idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
11,r1b1kabr1/4a4/1cn3nc1/p1p1p2Rp/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB2,b0c2,黑 ,30,"b2c2,a9b9,b0a2,b7a7,a0b0,c9e7,h6g6,b9b0","红 炮8平7,黑 车1平2,黑 ,黑 炮2平1,红 车9平8,黑 象3进5,黑 8平7,黑 马2进92进2",40,"b2d2,h7i7,h6g6,i7i8,b0c2,a9b9,a0b0","红 炮8平6,黑 8平9,黑 8平7,黑 9退1,黑 ,黑 车1平2,红 车9平8",31,"b0c2,c9e7,h6g6,h7h3,g6g7,b7b3,e3e4,a9d9","黑 ,黑 象3进5,黑 8平7,黑 8进4,黑 卒7退1,黑 炮2进4,红 兵5进1,黑 车1平4",30
12,r1b1kabr1/4a4/1cn3nc1/p1p1p2Rp/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2,h7i7,黑 8平9,-27,"h7i7,h6h9,g7h9,b2b1,b7a7,b1g1,a9b9,a0a1,c9e7,a1f1,i7g7,e3e4,b9b3","黑 8平9,黑 8退3,黑 马7退8,红 炮8退1,黑 炮2平1,黑 2平7,黑 车1平2,红 车9进1,黑 象3进5,黑 1平6,黑 9平7,红 兵5进1,黑 2进6",-27,"c9e7,h6g6,b7b3,g3g4,g5g4,g6g7,g4g3,g2e1,h7h0,c2d4,h9h4,e1c2,h0i0,c4c5,c6c5,d4b3,c5c4,b2b1,g3f3","黑 象3进5,黑 8平7,黑 炮2进4,黑 7退1,黑 7进1,黑 卒7退1,红 兵3退1,红 马3退5,黑 8进7,红 马7进6,黑 8进5,红 仕5进7,红 车2平1,黑 3退1,黑 3进1,黑 ,黑 卒3进1,红 炮8退1,黑 7平6",-43,"g7f5,b2a2,g5g4,h6h5,g4g3,g2e1,f5g7,h5g5,h7h8,g5g3,h8g8,g3f3,a9b9,a0b0,b7b5,e2g2,g8g2,a2g2,g9e7","黑 马7进6,红 炮8平9,黑 7进1,黑 8进1,红 兵3退1,红 马3退5,黑 ,黑 8平7,黑 8退1,黑 7进2,黑 8平7,黑 7平6,黑 车1平2,红 车9平8,黑 炮2进2,黑 5平7,黑 7进6,黑 1平7,黑 象7进5",-44
13,r1b1kabr1/4a4/1cn3n1c/p1p1p2Rp/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2,h6g6,黑 8平7,26,"h6g6,i7i8,b2a2,i8g8,g6f6,a9b9,a0b0,g7h5,e2e6,c7e6,f6e6,g8g3","黑 8平7,黑 9退1,红 炮8平9,黑 9平7,黑 卒7平6,黑 车1平2,红 车9平8,黑 马7进8,黑 5退4,黑 马3进5,黑 6平5,黑 7进5",26,"h6h9,g7h9,b2b1,b7a7,b1g1,a9b9,a0a1,g9e7,c2d4,b9b5,d4c6,a7a8,e2c2,b5b2,a1a2,b2b6,g0e2","黑 8退3,黑 马7退8,红 炮8退1,黑 炮2平1,黑 2平7,黑 车1平2,红 车9进1,黑 象7进5,红 马7进6,黑 2进4,黑 ,黑 1退1,黑 5平3,黑 2进3,黑 1退1,红 炮8进4,红 相3进5",26,"h6f6,g7h5,f6f4,c9e7,g3g4,h5i3,g2i3,i7i3,b2a2,b7b3,a0b0,a9b9,g4g5,h9h0","黑 8平6,黑 马7进8,黑 6进2,黑 象3进5,黑 7退1,黑 ,红 马3进1,黑 9进4,红 炮8平9,黑 炮2进4,红 车9平8,黑 车1平2,红 兵3进1,黑 8进9",-16
14,r1b1kabr1/4a4/1cn3n1c/p1p1p1R1p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2,i7i8,黑 9退1,-26,"i7i8,b2a2,i8g8,g6f6,a9b9,a0b0,g7h5,e2e6,c7e6,f6e6,g8g3,g0e2,g5g4,e2g4,b7b1,e6e4,h9h6,c2d4","黑 9退1,红 炮8平9,黑 9平7,黑 卒7平6,黑 车1平2,红 车9平8,黑 马7进8,黑 5退4,黑 马3进5,黑 6平5,黑 7进5,红 相3进5,黑 7进1,黑 ,黑 炮2进6,黑 卒5进2,黑 8进3,红 马7进6",-26,"h9h7,c2d4,i7i8,b2d2,a9b9,a0b0,h7h4,g3g4,h4g4,d4f5,i8g8,b0b7,b9b7,g6g7,b7b5","黑 8进2,红 马7进6,黑 9退1,红 炮8平6,黑 车1平2,红 车9平8,黑 8进3,黑 车7退1,黑 8平7,黑 ,黑 9平7,黑 2退7,黑 2进2,黑 卒7退1,黑 炮2进2",-54,"h9h1,e3e4,i7i8,e4e5,i8g8,g6f6,c9e7,g2e3,e6e5,e3d5,a9c9,f6f8","黑 8进8,红 兵5进1,黑 9退1,黑 5退1,黑 9平7,黑 卒7平6,黑 象3进5,红 马3进5,黑 卒5进1,红 兵,黑 车1平3,黑 6退2",-54
15,r1b1kabr1/4a3c/1cn3n2/p1p1p1R1p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2,e3e4,红 兵5进1,0,"b2a2,i8g8,g6f6,a9b9,a0b0,g7h5,e2e6,c7e6,f6e6,g8g3,g0e2,g5g4,e2g4,b7b1,e6c6","红 炮8平9,黑 9平7,黑 卒7平6,黑 车1平2,红 车9平8,黑 马7进8,黑 5退4,黑 马3进5,黑 6平5,黑 7进5,红 相3进5,黑 7进1,黑 ,黑 炮2进6,黑 卒5平3",23,"c2d4,h9h4,b2b4,h4h1,b4a4,a9b9,a0a1,h1a1,a4a1,i8g8,g6f6,c9e7,a1g1,g7h5","红 马7进6,黑 8进5,红 炮8进2,黑 8进3,黑 2平1,黑 车1平2,红 车9进1,黑 8平1,黑 1进3,黑 9平7,黑 卒7平6,黑 象3进5,黑 1平7,黑 马7进8",21,"a0a1,i8g8,g6f6,g7h5,a1h1,c9e7,e3e4,a9d9,g2e3,g5g4,f6g6,h5i7,h1h9,i7g6,g3g4","红 车9进1,黑 9平7,黑 卒7平6,黑 马7进8,黑 1平8,黑 象3进5,红 兵5进1,黑 车1平4,红 马3进5,黑 7进1,黑 6平7,黑 ,黑 8退8,黑 ,黑 车7退1",5
16,r1b1kabr1/4a3c/1cn3n2/p1p1p1R1p/6p2/2P1P4/P5P1P/1CN1C1N2/9/R1BAKAB2,a9a8,黑 车1进1,-101,"i8g8,g6f6,g7h5,f6g6,h5g7","黑 9平7,黑 卒7平6,黑 马7进8,黑 6平7,黑 ",0,"g5g4,g3g4,i8g8,g6f6,c9e7,c2e3,a9d9,e4e5,e6e5,e2e5,d9d3","黑 7进1,黑 车7退1,黑 9平7,黑 卒7平6,黑 象3进5,红 马7进5,黑 车1平4,黑 5退1,黑 5进1,黑 5退3,黑 士4进64进4",-40,"h9h7,e4e5,i8g8,g6i6,e6e5,i6c6,g7f5,c2e3","黑 8进2,黑 5退1,黑 9平7,黑 卒7平9,黑 5进1,黑 卒9平3,黑 马7进6,红 马7进5",-50
17,2b1kabr1/r3a3c/1cn3n2/p1p1p1R1p/6p2/2P1P4/P5P1P/1CN1C1N2/9/R1BAKAB2,e4e5,黑 5退1,99,"b2a2,i8g8,g6f6,g5g4,a0b0,a8b8,g3g4,g7h5,f6f2,h5i3,b0b3,i3g4","红 炮8平9,黑 9平7,黑 卒7平6,黑 7进1,黑 1平2,黑 1平2,黑 车7退1,黑 马7进8,黑 6进4,黑 ,黑 2退3,红 兵",104,"e4e5,i8g8,g6f6,a8d8,f6f8,h9h8,b2a2,d8d3,a0b0","黑 5退1,黑 9平7,黑 卒7平6,黑 1平4,黑 6退2,黑 8进1,红 炮8平9,黑 4进5,黑 1平2",99,"a0a1,i8g8,g6f6,a8d8,e4e5,d8d3,e5e6,c7e6,b2b6,c6c5,c4c5,b7e7,g2e3,h9h4,a1b1,e8d9,c5c6,e7e3,e2e6","黑 1退1,黑 9平7,黑 卒7平6,黑 1平4,黑 5退1,黑 4进5,黑 卒5退1,黑 马3进5,红 炮8进4,黑 3进1,黑 3退1,黑 炮2平5,红 马3进5,黑 8进5,红 车9平8,黑 ,黑 卒3退1,黑 炮5进4,黑 5退4",53
18,2b1kabr1/r3a3c/1cn3n2/p1p1p1R1p/4P1p2/2P6/P5P1P/1CN1C1N2/9/R1BAKAB2,e6e5,黑 5进1,-111,"i8g8,g6f6,g5g4,g3g4,e6e5,b2a2,e5e4,a0b0,a8b8,a2a6,h9h3,a6a4,c9e7,a4e4,h3c3","黑 9平7,黑 卒7平6,黑 7进1,黑 车7退1,黑 5进1,红 炮8平9,黑 5进1,黑 1平2,黑 1平2,黑 1退4,黑 8进6,黑 卒1进2,黑 象3进5,黑 1平5,黑 8平3",-102,"g5g4,e5e6,g7e6,b2b6,g4g3,g6g3,g9e7,b6e6,c7e6,a0b0,b7d7,g3g6,e6g7,b0b7,i8g8,g6c6,a8c8,c6c8,g8c8","黑 7进1,黑 5退1,黑 马7进5,红 炮8进4,红 兵3退1,黑 卒7进3,黑 象7进5,黑 2平5,黑 马3进5,黑 1平2,黑 炮2平4,黑 车7退3,黑 ,黑 2退7,黑 9平7,黑 卒7平3,黑 1平3,黑 3退2,黑 7平3",-107,"e6e5,b2b1,i8g8,g6c6,a8c8,b1e1,c7e6,c6d6,c8d8,e2e6,b7e7,d6d8,g8d8,e6b6,e5e4,b6b9,e8d9","黑 5进1,红 炮8退1,黑 9平7,黑 卒7平3,黑 1平3,黑 2平5,黑 马3进5,黑 3平4,黑 3平4,黑 5退4,黑 炮2平5,黑 4退2,黑 7平4,黑 5平2,黑 5进1,黑 2退3,黑 ",-111
19,2b1kabr1/r3a3c/1cn3n2/p1p3R1p/4p1p2/2P6/P5P1P/1CN1C1N2/9/R1BAKAB2,c2e3,红 马7进5,126,"c2e3,a8d8,g6c6,c7e6,b2b6,e8d9,b6e6,g7e6,c6e6,i8e8,e6e5,b7e7,e5g5","红 马7进5,黑 1平4,黑 卒7平3,黑 马3进5,红 炮8进4,黑 ,黑 2平5,黑 马7进5,黑 3平5,黑 9平5,黑 5进1,黑 炮2平5,黑 5平7",126,"g2e3,g7e6,b2b6,c6c5,b6c6,e5e4,e2e4,c9e7,a0b0,a8b8","红 马3进5,黑 马7进5,红 炮8进4,黑 3进1,黑 2平3,黑 5进1,黑 5退2,黑 象3进5,黑 1平2,黑 1平2",119,"b2b1,i8g8,g6c6,c7d9,b1e1,b7e7,e1e5,a8c8,c6d6,h9h4,c2e3,c8d8","红 炮8退1,黑 9平7,黑 卒7平3,黑 马3退4,黑 2平5,黑 炮2平5,红 仕5进45进5,黑 1平3,黑 3平4,黑 8进5,红 马7进5,黑 3平4",118
20,2b1kabr1/r3a3c/1cn3n2/p1p3R1p/4p1p2/2P6/P3N1P1P/1C2C1N2/9/R1BAKAB2,a8d8,黑 1平4,-136,"a8d8,g6c6,c7e6,b2b6,e8d9,b6e6,g7e6,e3f5,h9h7,e2e6,h7f7,a0b0,b7a7","黑 1平4,黑 卒7平3,黑 ,红 炮8进4,黑 ,黑 2平5,黑 马7进5,黑 ,黑 8进2,黑 5退4,黑 8平6,黑 1平2,黑 炮2平1",-136,"g7e6,e2e5,b7b3,e3f5,h9h4,b2e2,a8d8,e2e6,c7e6,g6e6,h4e4,c0e2","黑 马7进5,黑 5退3,黑 炮2进4,黑 ,黑 8进5,红 炮8平5,黑 1平4,黑 5退4,黑 ,黑 卒7平5,黑 8平5,红 相7进5",-136,"g9e7,e2e5,c7e6,b2e2,b7b5,a0b0,a8b8,g6f6,h9h3","黑 象7进5,黑 5退3,黑 ,红 炮8平5,黑 炮2进2,黑 1平2,黑 1平2,黑 卒7平6,黑 8进6",-136
21,2b1kabr1/3ra3c/1cn3n2/p1p3R1p/4p1p2/2P6/P3N1P1P/1C2C1N2/9/R1BAKAB2,e2e5,黑 5退3,111,"g6c6,c7e6,b2b6,e8d9,b6e6,g7e6,e3f5,i8e8,e2e6,b7e7,f5e7,g9e7,e6e8,f9e8,c6a6,d8d3,a0a2,d3g3,a6i6,g5g4","黑 卒7平3,黑 ,红 炮8进4,黑 ,黑 2平5,黑 马7进5,黑 ,黑 9平5,黑 5退4,黑 炮2平5,黑 ,黑 象7进5,黑 马5退25退5,黑 士6进5,黑 3平1,黑 4进5,黑 1退2,黑 4平7,黑 卒1平9,黑 7进1",133,"e2e5,c7e6,b2e2,b7e7,e5e7,g9e7,e2e6,d8d6,e6f6,h9h7,g6i6,i8g8,f6f7","黑 5退3,黑 ,红 炮8平5,黑 炮2平5,黑 5退2,黑 象7进5,黑 5退4,黑 4进2,黑 马5平65进6,黑 8进2,黑 卒7平9,黑 9平7,黑 6退1",111,"b2a2,i8g8,e2e5,c7e6,g6g7,e9d9,e5d5,d8d5,e3d5,e6g7,d5c7,d9e9,a0b0,b7b8,a2e2,g9e7","红 炮8平9,黑 9平7,黑 5退3,黑 ,黑 卒7退1,黑 将5平4,黑 5平4,黑 4进3,黑 ,黑 马5退7,黑 ,黑 士4平54进5,黑 1平2,黑 炮2退1,黑 1平5,黑 象7进5",108
22,2b1kabr1/3ra3c/1cn3n2/p1p3R1p/4C1p2/2P6/P3N1P1P/1C4N2/9/R1BAKAB2,e9d9,黑 将5平4,-222,"c7e6,b2e2,h9h7,a0b0,b7e7,b0b5,d8d4,e5e7,g9e7,e2e6,i8g8,g6f6,d4d6,b5e5,h7h5,f0e1,g5g4","黑 ,红 炮8平5,黑 8进2,黑 1平2,黑 炮2平5,黑 2退5,黑 4进4,黑 5退2,黑 象7进5,黑 5退4,黑 9平7,黑 卒7平6,黑 4退2,黑 2平5,黑 8进2,红 仕4进5,黑 7进1",-121,"g7e6,b2b6,c6c5,c4c5,d8d6,b6b2,d6d3,c5c6,b7b3,e3f1,h9h4,g3g4,h4g4,e5e2,g4e4,a0a1,c9e7,c6c7,b3b6,g6g8","黑 马7进5,红 炮8进4,黑 3进1,黑 3退1,黑 4进2,黑 2进4,黑 4进3,黑 卒3退1,黑 炮2进4,黑 ,黑 8进5,黑 车7退1,黑 8平7,黑 5进3,红 兵3平5,黑 1退1,黑 象3进5,黑 3退1,黑 2退3,黑 卒7退2",-150,"g9e7,b2e2,c7e6,e5e7,e9d9,f0e1,i8g8,g6f6","黑 象7进5,红 炮8平5,黑 ,黑 5退2,黑 将5平4,红 仕4进5,黑 9平7,黑 卒7平6",-163
23,2bk1abr1/3ra3c/1cn3n2/p1p3R1p/4C1p2/2P6/P3N1P1P/1C4N2/9/R1BAKAB2,g6c6,黑 卒7平3,-259,"e5d5,d9e9,b2d2,d8b8,d2e2,c7e6,e2e6,g7e6,g6e6,b7e7,d0e1,e8d9,e6c6,h9h1,c0e2,h1f1,d5d1,f1f3,c6d6,i8g8","黑 5平4,黑 士4平54进5,红 炮8平6,黑 4平2,黑 4平5,黑 ,黑 5退4,黑 马7进5,黑 卒7平5,黑 炮2平5,红 帅,黑 ,黑 马5平35进3,黑 8进8,红 相7进5,黑 8平6,黑 4进4,黑 6退2,黑 3平4,黑 9平7",229,"d0e1,g7e6,b2d2,d9e9,a0b0,i8i7,e5d5,d8b8,b0b6,b8b9,d2e2,e6f4,g6c6,c9e7,c4c5","红 帅,黑 马7进5,红 炮8平6,黑 士4平54进5,黑 1平2,黑 9进1,黑 5平4,黑 4平2,黑 2退6,黑 2退1,黑 4平5,黑 马5进6,黑 卒7平3,黑 象3进5,黑 3退1",198,"f0e1,g7e6,b2d2,d9e9,a0b0,i8i7,e5d5,d8b8,b0b6,e6f4,d5e5,c9e7,g6c6,h9h3,c4c5,h3g3,g0e2","红 仕4进5,黑 马7进5,红 炮8平6,黑 士4平54进5,黑 1平2,黑 9进1,黑 5平4,黑 4平2,黑 2退6,黑 马5进6,黑 4平5,黑 象3进5,黑 卒7平3,黑 8进6,黑 3退1,黑 8平7,红 相3进5",187
